online_order_id,online_customer_id,order_datetime,order_status,sales_channel,fulfilment_type,store_id,delivery_fee,discount_amount,payment_type,product_id
80294,10045,17/03/2024 01:42,Cancelled,Mobile App,Pickup,,0,1.17,Mobile Wallet,539
80295,10008,05/03/2024 02:29,Completed,Mobile App,Delivery,,2.04,1.63,Card,397
80296,10311,21/03/2024 16:43,Cancelled,Web,Delivery,,1.78,0.81,Card,70
80297,10287,23/03/2024 21:35,Completed,Mobile App,Delivery,,3.84,1.61,PayPal,775
80298,10449,18/03/2024 03:52,Cancelled,Web,Pickup,,0,1.51,PayPal,834
80299,10349,22/03/2024 22:26,Placed,Mobile App,Pickup,1,0,0.14,Mobile Wallet,187
80300,10404,11/03/2024 11:08,Completed,Mobile App,Delivery,,3.87,1.03,Card,207
80301,10359,14/03/2024 01:47,Placed,Mobile App,Pickup,2,0,1.35,PayPal,318
80302,10039,22/03/2024 16:31,Completed,Mobile App,Delivery,,1.66,1.15,Card,772
80303,10485,23/03/2024 17:02,Preparing,Web,Delivery,,3.21,1.75,Card,128
80304,10118,12/03/2024 08:44,Completed,Web,Delivery,,3.34,0.24,Card,980
80305,10347,25/03/2024 15:26,Placed,Mobile App,Pickup,1,0,0.74,PayPal,510
80306,10253,09/03/2024 07:44,Completed,Mobile App,Pickup,,0,0.44,Mobile Wallet,435
80307,10066,24/03/2024 22:14,Cancelled,Mobile App,Delivery,,3.82,0.07,PayPal,329
80308,10202,21/03/2024 19:22,Placed,Mobile App,Delivery,,1.95,0.02,Mobile Wallet,618
80309,10108,15/03/2024 19:27,Completed,Mobile App,Pickup,1,0,0.37,PayPal,44
80310,10122,28/03/2024 21:39,Completed,Mobile App,Pickup,,0,0.37,PayPal,811
80311,10108,17/03/2024 14:45,Cancelled,Mobile App,Pickup,3,0,0.9,Mobile Wallet,821
80312,10068,05/03/2024 13:05,Completed,Web,Delivery,,2.67,1.71,Card,801
80313,10075,22/03/2024 12:37,Placed,Web,Delivery,,2.26,0.27,Mobile Wallet,661
80314,10265,14/03/2024 15:43,Completed,Web,Pickup,,0,0.8,Mobile Wallet,696
80315,10084,10/03/2024 19:20,Completed,Mobile App,Delivery,,3.52,0.19,Mobile Wallet,79
80316,10172,17/03/2024 09:33,Completed,Mobile App,Pickup,3,0,0.04,Card,286
80317,10180,27/03/2024 06:04,Preparing,Mobile App,Delivery,,2.07,1.35,PayPal,531
80318,10397,18/03/2024 08:13,Completed,Mobile App,Pickup,1,0,1.26,Card,267
80319,10445,30/03/2024 03:41,Completed,Mobile App,Delivery,,2.89,1.14,Card,126
80320,10041,16/03/2024 15:19,Preparing,Mobile App,Delivery,,1.95,0.58,PayPal,731
80321,10310,21/03/2024 05:56,Completed,Mobile App,Pickup,3,0,0.83,Card,67
80322,10438,06/03/2024 16:34,Preparing,Mobile App,Delivery,,3.82,1.4,Card,371
80323,10108,19/03/2024 01:40,Placed,Web,Delivery,,1.19,1.76,Mobile Wallet,810
80324,10028,19/03/2024 01:38,Placed,Web,Delivery,,1.79,0.31,Mobile Wallet,565
80325,10477,11/03/2024 10:31,Preparing,Mobile App,Pickup,3,0,0.89,Card,408
80326,10068,02/03/2024 07:12,Placed,Mobile App,Delivery,,3.58,0.65,PayPal,129
80327,10240,07/03/2024 03:34,Preparing,Mobile App,Pickup,,0,1.26,Mobile Wallet,530
80328,10450,16/03/2024 19:12,Cancelled,Web,Pickup,3,0,1.61,PayPal,515
80329,10158,12/03/2024 19:46,Preparing,Mobile App,Pickup,,0,0.02,Mobile Wallet,166
80330,10418,16/03/2024 15:36,Completed,Mobile App,Delivery,,2.61,1.38,PayPal,964
80331,10485,01/03/2024 09:58,Cancelled,Mobile App,Pickup,3,0,1.19,Card,980
80332,10281,19/03/2024 17:43,Cancelled,Mobile App,Pickup,2,0,0.5,Mobile Wallet,96
80333,10378,11/03/2024 00:56,Completed,Web,Pickup,,0,0.84,Card,640
80334,10265,30/03/2024 12:17,Completed,Mobile App,Pickup,3,0,0.38,Card,47
80335,10094,14/03/2024 04:18,Placed,Mobile App,Delivery,,2.85,0.54,Mobile Wallet,32
80336,10252,15/03/2024 14:13,Placed,Web,Delivery,,1.15,1.07,Card,251
80337,10498,13/03/2024 20:08,Completed,Web,Delivery,,3.15,1.45,Card,451
80338,10047,01/03/2024 16:05,Cancelled,Web,Delivery,,2.03,0.62,PayPal,148
80339,10191,16/03/2024 00:43,Placed,Web,Pickup,1,0,0.11,PayPal,409
80340,10037,09/03/2024 17:55,Completed,Mobile App,Pickup,2,0,1.66,Card,478
80341,10499,18/03/2024 12:18,Cancelled,Web,Delivery,,3.21,0.07,PayPal,52
80342,10377,24/03/2024 17:13,Preparing,Mobile App,Delivery,,2.17,1.92,PayPal,887
80343,10082,26/03/2024 00:17,Placed,Mobile App,Delivery,,2.44,0.6,PayPal,164
80344,10455,10/03/2024 21:52,Placed,Web,Delivery,,2.9,0.65,Card,316
80345,10407,19/03/2024 00:19,Preparing,Web,Pickup,1,0,1.94,Mobile Wallet,990
80346,10402,17/03/2024 21:39,Placed,Web,Pickup,2,0,0.32,Card,289
80347,10352,03/03/2024 17:17,Completed,Web,Pickup,1,0,1.4,Card,9
80348,10065,15/03/2024 09:57,Completed,Mobile App,Pickup,2,0,1.47,Card,413
80349,10353,07/03/2024 03:09,Completed,Web,Pickup,3,0,0.97,PayPal,200
80350,10287,09/03/2024 15:17,Preparing,Mobile App,Pickup,,0,0.65,PayPal,462
80351,10141,04/03/2024 03:13,Preparing,Mobile App,Delivery,,1.89,0.53,PayPal,100
80352,10233,30/03/2024 00:53,Cancelled,Web,Delivery,,3.65,1.24,PayPal,375
80353,10398,15/03/2024 14:17,Placed,Mobile App,Delivery,,1.57,1.37,Mobile Wallet,47
80354,10079,19/03/2024 15:36,Completed,Web,Pickup,3,0,0.19,Mobile Wallet,468
80355,10035,06/03/2024 21:44,Preparing,Web,Delivery,,1.61,0.97,Card,628
80356,10017,24/03/2024 22:20,Completed,Web,Pickup,,0,0.73,Mobile Wallet,520
80357,10368,01/03/2024 14:17,Preparing,Mobile App,Delivery,,3.79,1.66,PayPal,18
80358,10411,17/03/2024 10:13,Cancelled,Mobile App,Delivery,,3.38,0.12,Mobile Wallet,316
80359,10137,04/03/2024 04:52,Completed,Web,Delivery,,3.83,1.92,Card,234
80360,10052,25/03/2024 04:42,Cancelled,Web,Delivery,,1.58,1.31,Mobile Wallet,739
80361,10321,26/03/2024 09:56,Cancelled,Web,Delivery,,3.3,1.15,Mobile Wallet,971
80362,10235,08/03/2024 14:12,Preparing,Mobile App,Pickup,1,0,1.01,Mobile Wallet,156
80363,10081,15/03/2024 08:13,Completed,Mobile App,Pickup,3,0,0.82,Mobile Wallet,627
80364,10221,26/03/2024 15:06,Preparing,Mobile App,Pickup,2,0,1.53,Mobile Wallet,213
80365,10131,21/03/2024 08:47,Cancelled,Web,Pickup,,0,1.45,PayPal,322
80366,10306,24/03/2024 13:22,Preparing,Mobile App,Delivery,,1.02,1.97,Card,693
80367,10439,13/03/2024 13:25,Preparing,Web,Pickup,1,0,0.08,PayPal,572
80368,10080,13/03/2024 01:26,Completed,Web,Delivery,,1.7,1.62,Card,213
80369,10293,04/03/2024 12:19,Completed,Mobile App,Pickup,2,0,0.35,Mobile Wallet,957
80370,10360,28/03/2024 02:09,Completed,Web,Delivery,,3.19,1.15,Card,354
80371,10400,16/03/2024 05:14,Completed,Mobile App,Delivery,,2.25,1.74,Card,947
80372,10383,29/03/2024 20:22,Cancelled,Web,Delivery,,1.91,0.08,Mobile Wallet,848
80373,10290,15/03/2024 20:59,Preparing,Web,Delivery,,1.15,1.46,PayPal,631
80374,10498,11/03/2024 02:34,Cancelled,Mobile App,Pickup,1,0,1.57,Card,103
80375,10068,22/03/2024 15:45,Placed,Mobile App,Pickup,1,0,0.53,PayPal,790
80376,10257,07/03/2024 03:18,Cancelled,Web,Pickup,2,0,0.98,Mobile Wallet,958
80377,10293,26/03/2024 12:56,Preparing,Web,Delivery,,1.21,1.55,PayPal,293
80378,10351,06/03/2024 02:54,Cancelled,Mobile App,Delivery,,2.1,0.38,PayPal,548
80379,10305,14/03/2024 20:56,Preparing,Mobile App,Delivery,,2.85,1.98,PayPal,858
80380,10320,21/03/2024 01:06,Placed,Web,Delivery,,1.6,0.75,Mobile Wallet,508
80381,10437,06/03/2024 02:44,Placed,Web,Delivery,,3.85,1.85,PayPal,306
80382,10008,14/03/2024 21:16,Cancelled,Mobile App,Pickup,1,0,0.05,Card,657
80383,10379,10/03/2024 06:36,Completed,Mobile App,Delivery,,2.87,1.98,Mobile Wallet,280
80384,10358,18/03/2024 03:21,Placed,Mobile App,Delivery,,1.51,0.57,Mobile Wallet,470
80385,10317,22/03/2024 03:51,Placed,Web,Pickup,1,0,0.78,PayPal,303
80386,10340,01/03/2024 20:50,Completed,Mobile App,Pickup,1,0,0.46,PayPal,336
80387,10261,15/03/2024 08:33,Cancelled,Web,Delivery,,1.56,1,PayPal,489
80388,10288,02/03/2024 19:25,Preparing,Mobile App,Delivery,,2,0.79,Card,242
80389,10010,17/03/2024 04:10,Completed,Web,Pickup,3,0,1.99,Mobile Wallet,741
80390,10142,29/03/2024 11:31,Completed,Mobile App,Delivery,,3.67,1.63,Card,684
80391,10484,07/03/2024 21:42,Completed,Mobile App,Pickup,2,0,1.31,Card,515
80392,10374,19/03/2024 23:50,Preparing,Web,Pickup,2,0,0.85,PayPal,227
80393,10466,25/03/2024 16:15,Preparing,Web,Pickup,,0,1.3,Mobile Wallet,766
80394,10278,07/03/2024 06:51,Completed,Web,Delivery,,2.29,1.82,Card,681
80395,10336,15/03/2024 10:47,Placed,Web,Delivery,,1.55,1.68,Card,541
80396,10373,15/03/2024 12:05,Cancelled,Mobile App,Delivery,,1.91,1.49,Mobile Wallet,561
80397,10478,09/03/2024 13:16,Placed,Web,Pickup,2,0,0.37,Mobile Wallet,875
80398,10316,28/03/2024 03:23,Preparing,Web,Pickup,2,0,1.37,PayPal,94
80399,10041,23/03/2024 20:40,Cancelled,Mobile App,Pickup,2,0,0.37,PayPal,426
80400,10252,08/03/2024 10:53,Preparing,Web,Pickup,2,0,0.06,Card,23
80401,10474,11/03/2024 03:05,Preparing,Web,Pickup,,0,0.13,PayPal,75
80402,10444,21/03/2024 19:45,Preparing,Mobile App,Pickup,3,0,0.81,Card,958
80403,10312,18/03/2024 22:31,Placed,Web,Pickup,3,0,0.9,Card,419
80404,10450,24/03/2024 14:33,Cancelled,Web,Delivery,,2.67,1.03,Mobile Wallet,392
80405,10493,09/03/2024 15:22,Completed,Mobile App,Delivery,,2.19,0.61,PayPal,700
80406,10237,20/03/2024 05:26,Completed,Web,Delivery,,3.07,1.81,PayPal,551
80407,10425,23/03/2024 18:51,Placed,Web,Pickup,1,0,1.56,Mobile Wallet,24
80408,10280,18/03/2024 21:20,Cancelled,Mobile App,Delivery,,2.35,0.36,Mobile Wallet,844
80409,10460,21/03/2024 16:38,Placed,Mobile App,Delivery,,1.97,1.3,Mobile Wallet,194
80410,10408,06/03/2024 14:56,Placed,Web,Delivery,,3.12,1.27,Card,959
80411,10269,18/03/2024 05:37,Cancelled,Web,Pickup,2,0,1.54,PayPal,35
80412,10290,08/03/2024 09:04,Preparing,Web,Delivery,,3.31,0.1,PayPal,46
80413,10159,29/03/2024 12:15,Preparing,Web,Pickup,3,0,1.8,Card,516
80414,10002,21/03/2024 20:57,Cancelled,Mobile App,Pickup,1,0,1.09,Card,792
80415,10312,10/03/2024 20:53,Cancelled,Mobile App,Pickup,2,0,0.82,Card,424
80416,10308,12/03/2024 03:17,Completed,Web,Delivery,,1.15,0.3,Mobile Wallet,508
80417,10179,07/03/2024 14:47,Placed,Mobile App,Delivery,,1.99,0.18,Card,714
80418,10214,08/03/2024 08:13,Completed,Web,Delivery,,3.9,1.5,PayPal,773
80419,10477,05/03/2024 05:43,Completed,Mobile App,Delivery,,2.11,0.76,Card,725
80420,10389,14/03/2024 07:51,Cancelled,Web,Pickup,1,0,0.24,PayPal,992
80421,10169,10/03/2024 12:20,Placed,Web,Pickup,2,0,1.14,Mobile Wallet,262
80422,10271,23/03/2024 00:17,Completed,Mobile App,Delivery,,2.83,0.63,Mobile Wallet,380
80423,10295,28/03/2024 22:58,Cancelled,Mobile App,Pickup,2,0,0.99,Card,387
80424,10453,14/03/2024 05:17,Preparing,Web,Delivery,,1.35,0.93,Card,688
80425,10378,29/03/2024 00:04,Cancelled,Mobile App,Delivery,,1.14,0.7,Mobile Wallet,931
80426,10109,30/03/2024 03:43,Preparing,Mobile App,Delivery,,1.76,0.14,PayPal,773
80427,10260,06/03/2024 04:20,Completed,Mobile App,Pickup,1,0,0.79,Mobile Wallet,246
80428,10316,08/03/2024 23:50,Preparing,Mobile App,Delivery,,3.5,1.84,PayPal,665
80429,10470,30/03/2024 09:13,Preparing,Mobile App,Pickup,1,0,0.31,PayPal,510
80430,10457,19/03/2024 20:08,Placed,Mobile App,Pickup,,0,1.13,Mobile Wallet,209
80431,10162,10/03/2024 11:28,Completed,Mobile App,Delivery,,1.2,0.3,Card,227
80432,10174,26/03/2024 23:39,Cancelled,Web,Pickup,2,0,1.19,PayPal,201
80433,10362,13/03/2024 08:32,Cancelled,Web,Pickup,1,0,0.99,Card,671
80434,10191,10/03/2024 20:04,Completed,Web,Pickup,3,0,0.22,Card,173
80435,10399,05/03/2024 05:08,Cancelled,Web,Delivery,,3.4,1.81,Card,911
80436,10098,24/03/2024 19:56,Completed,Mobile App,Pickup,,0,0.29,Card,7
80437,10421,10/03/2024 08:07,Placed,Mobile App,Delivery,,2.16,1.73,Card,155
80438,10003,28/03/2024 01:07,Placed,Mobile App,Pickup,1,0,0.93,Card,633
80439,10053,27/03/2024 06:50,Completed,Web,Pickup,1,0,0.64,Card,565
80440,10147,21/03/2024 01:48,Placed,Mobile App,Pickup,3,0,0.3,PayPal,18
80441,10059,29/03/2024 08:25,Placed,Web,Delivery,,2.63,1.1,PayPal,99
80442,10073,08/03/2024 19:04,Placed,Mobile App,Pickup,2,0,1.23,PayPal,815
80443,10277,06/03/2024 22:04,Placed,Mobile App,Pickup,1,0,1.81,Card,250
80444,10055,04/03/2024 22:03,Cancelled,Mobile App,Pickup,1,0,0.36,Mobile Wallet,416
80445,10457,15/03/2024 05:16,Completed,Web,Pickup,3,0,1.43,Mobile Wallet,10
80446,10415,22/03/2024 04:39,Preparing,Web,Delivery,,3.44,1.84,PayPal,879
80447,10050,30/03/2024 07:52,Cancelled,Mobile App,Pickup,3,0,0.46,Card,923
80448,10074,18/03/2024 20:15,Preparing,Mobile App,Pickup,3,0,1.58,PayPal,557
80449,10233,03/03/2024 23:23,Cancelled,Web,Pickup,1,0,0.7,PayPal,213
80450,10434,13/03/2024 20:18,Completed,Web,Delivery,,2.52,0.81,Mobile Wallet,167
80451,10408,15/03/2024 19:56,Placed,Mobile App,Delivery,,2.6,0.8,PayPal,394
80452,10123,25/03/2024 22:30,Preparing,Mobile App,Delivery,,2.15,0.68,Mobile Wallet,998
80453,10303,26/03/2024 19:32,Completed,Web,Pickup,,0,0.35,Mobile Wallet,78
80454,10040,27/03/2024 22:48,Cancelled,Mobile App,Pickup,1,0,1.11,PayPal,650
80455,10091,04/03/2024 04:01,Placed,Mobile App,Pickup,,0,0.65,Mobile Wallet,365
80456,10339,05/03/2024 02:53,Preparing,Web,Delivery,,3.66,1.81,Mobile Wallet,634
80457,10415,07/03/2024 16:15,Preparing,Mobile App,Delivery,,2.59,0.78,Mobile Wallet,158
80458,10229,10/03/2024 08:38,Completed,Mobile App,Delivery,,2.71,1.83,PayPal,370
80459,10471,05/03/2024 01:31,Placed,Mobile App,Pickup,3,0,1.7,PayPal,780
80460,10032,01/03/2024 00:55,Completed,Web,Pickup,1,0,1.72,Card,460
80461,10121,29/03/2024 10:54,Completed,Mobile App,Pickup,,0,0.81,PayPal,96
80462,10280,08/03/2024 21:24,Cancelled,Web,Delivery,,1.56,0.77,PayPal,398
80463,10431,14/03/2024 03:05,Preparing,Web,Pickup,2,0,0.02,Mobile Wallet,174
80464,10009,23/03/2024 03:36,Cancelled,Web,Delivery,,1.25,1.28,PayPal,505
80465,10441,29/03/2024 08:45,Preparing,Mobile App,Pickup,,0,1.02,Mobile Wallet,307
80466,10420,17/03/2024 04:05,Preparing,Web,Pickup,,0,0.85,Card,253
80467,10296,23/03/2024 20:01,Completed,Mobile App,Pickup,2,0,1.85,Mobile Wallet,139
80468,10188,02/03/2024 17:21,Cancelled,Mobile App,Delivery,,1.34,0.96,Mobile Wallet,636
80469,10041,24/03/2024 22:58,Completed,Mobile App,Delivery,,2.55,1.05,Mobile Wallet,441
80470,10046,22/03/2024 12:02,Placed,Mobile App,Delivery,,2.84,1.81,Mobile Wallet,182
80471,10399,22/03/2024 08:07,Cancelled,Mobile App,Delivery,,2.72,0.66,PayPal,590
80472,10492,08/03/2024 14:57,Placed,Mobile App,Pickup,3,0,1.45,Mobile Wallet,117
80473,10134,29/03/2024 15:21,Cancelled,Web,Delivery,,2.72,1.31,PayPal,976
80474,10415,14/03/2024 01:16,Cancelled,Web,Delivery,,1.38,0.15,PayPal,299
80475,10130,29/03/2024 00:36,Completed,Mobile App,Delivery,,3.57,0.03,Card,649
80476,10310,27/03/2024 22:22,Preparing,Mobile App,Delivery,,2.11,0.35,Mobile Wallet,387
80477,10121,25/03/2024 00:02,Placed,Mobile App,Pickup,2,0,1.97,Card,548
80478,10305,23/03/2024 13:42,Cancelled,Mobile App,Delivery,,1.71,0.88,Mobile Wallet,654
80479,10086,27/03/2024 07:03,Completed,Web,Delivery,,2.93,1.51,Card,663
80480,10027,22/03/2024 02:49,Cancelled,Mobile App,Delivery,,1.9,1.49,Mobile Wallet,816
80481,10120,22/03/2024 14:22,Completed,Web,Pickup,,0,1.06,PayPal,523
80482,10007,18/03/2024 09:15,Completed,Web,Pickup,,0,0.19,Mobile Wallet,696
80483,10327,28/03/2024 18:48,Completed,Mobile App,Pickup,,0,0.54,Card,303
80484,10131,12/03/2024 00:06,Preparing,Mobile App,Pickup,,0,1.36,Card,964
80485,10161,01/03/2024 09:15,Placed,Web,Delivery,,2.23,1.05,Mobile Wallet,212
80486,10229,13/03/2024 21:26,Completed,Web,Pickup,2,0,0.07,Mobile Wallet,714
80487,10048,28/03/2024 00:57,Preparing,Web,Delivery,,3.12,0.24,Mobile Wallet,728
80488,10067,06/03/2024 01:04,Preparing,Mobile App,Pickup,2,0,0.59,Mobile Wallet,820
80489,10480,30/03/2024 01:43,Cancelled,Mobile App,Delivery,,3.31,1.38,Mobile Wallet,566
80490,10395,08/03/2024 08:54,Placed,Mobile App,Pickup,3,0,1.55,PayPal,817
80491,10199,12/03/2024 18:03,Completed,Web,Pickup,1,0,0.88,PayPal,30
80492,10476,28/03/2024 18:36,Cancelled,Web,Delivery,,2.94,0.22,Mobile Wallet,722
80493,10394,28/03/2024 22:36,Placed,Mobile App,Pickup,2,0,1.43,Card,819
80494,10018,04/03/2024 04:54,Completed,Mobile App,Delivery,,1.06,1,Mobile Wallet,269
80495,10328,02/03/2024 17:19,Cancelled,Mobile App,Delivery,,1.45,0.66,PayPal,626
80496,10295,24/03/2024 10:56,Cancelled,Mobile App,Delivery,,2.31,1.69,Card,469
80497,10277,01/03/2024 03:36,Cancelled,Mobile App,Delivery,,1.36,1.07,PayPal,87
80498,10171,03/03/2024 12:17,Placed,Mobile App,Pickup,,0,1.07,PayPal,188
80499,10042,30/03/2024 11:33,Preparing,Web,Pickup,3,0,1.11,PayPal,142
80500,10339,14/03/2024 14:26,Cancelled,Web,Delivery,,2.89,0.72,Card,942
80501,10454,07/03/2024 08:51,Placed,Web,Pickup,2,0,0.05,Mobile Wallet,192
80502,10123,03/03/2024 20:48,Completed,Mobile App,Pickup,,0,1.07,PayPal,10
80503,10495,02/03/2024 16:27,Completed,Web,Delivery,,2.01,1.44,PayPal,669
80504,10061,30/03/2024 18:10,Cancelled,Web,Delivery,,3.22,0.47,Card,861
80505,10019,23/03/2024 06:00,Placed,Mobile App,Delivery,,3.72,1.24,Card,815
80506,10360,01/03/2024 15:41,Preparing,Web,Delivery,,3.71,1.64,Card,296
80507,10234,27/03/2024 21:34,Placed,Web,Delivery,,1.34,1.19,Mobile Wallet,116
80508,10113,10/03/2024 05:20,Cancelled,Mobile App,Delivery,,3.43,1.96,Mobile Wallet,775
80509,10206,27/03/2024 05:06,Preparing,Mobile App,Pickup,1,0,1.67,Card,436
80510,10392,27/03/2024 23:48,Preparing,Mobile App,Delivery,,1.19,0.55,PayPal,34
80511,10087,20/03/2024 23:08,Preparing,Web,Pickup,2,0,0.27,Mobile Wallet,121
80512,10314,01/03/2024 17:04,Cancelled,Web,Pickup,2,0,0.01,Card,439
80513,10475,30/03/2024 15:53,Completed,Mobile App,Delivery,,3.08,1.58,PayPal,61
80514,10355,10/03/2024 09:10,Preparing,Mobile App,Delivery,,2.57,0.82,Card,300
80515,10313,28/03/2024 03:17,Preparing,Mobile App,Delivery,,2.84,0.18,PayPal,769
80516,10179,26/03/2024 09:10,Preparing,Web,Pickup,1,0,0.24,Mobile Wallet,887
80517,10049,22/03/2024 03:02,Preparing,Mobile App,Pickup,2,0,0.11,Card,864
80518,10408,22/03/2024 14:11,Cancelled,Web,Delivery,,1.48,1.85,Card,463
80519,10331,10/03/2024 12:55,Cancelled,Mobile App,Pickup,3,0,0.67,PayPal,768
80520,10023,03/03/2024 09:17,Preparing,Web,Delivery,,3.36,0.97,Card,500
80521,10037,21/03/2024 05:51,Completed,Mobile App,Delivery,,1.6,1.35,PayPal,681
80522,10118,15/03/2024 20:13,Preparing,Web,Delivery,,1.71,0.83,Card,440
80523,10193,04/03/2024 08:18,Cancelled,Mobile App,Delivery,,1.16,0.87,Card,561
80524,10476,18/03/2024 15:04,Completed,Web,Pickup,2,0,0.92,Card,699
80525,10324,10/03/2024 04:52,Completed,Web,Pickup,3,0,0.06,Mobile Wallet,952
80526,10031,06/03/2024 01:21,Cancelled,Mobile App,Pickup,2,0,0.84,PayPal,706
80527,10113,30/03/2024 00:51,Preparing,Web,Pickup,2,0,0.17,Mobile Wallet,956
80528,10251,27/03/2024 22:09,Cancelled,Mobile App,Delivery,,1.84,1.46,Mobile Wallet,381
80529,10447,12/03/2024 06:41,Completed,Mobile App,Delivery,,2.74,1.78,Mobile Wallet,672
80530,10485,27/03/2024 02:38,Placed,Mobile App,Delivery,,3.94,0.08,PayPal,80
80531,10376,20/03/2024 08:58,Cancelled,Mobile App,Delivery,,3.43,1.39,Card,713
80532,10232,04/03/2024 18:45,Placed,Mobile App,Pickup,2,0,1.9,Card,73
80533,10184,30/03/2024 11:23,Placed,Web,Pickup,2,0,0.96,PayPal,377
80534,10083,21/03/2024 16:48,Cancelled,Web,Pickup,1,0,1.75,PayPal,544
80535,10095,29/03/2024 19:50,Placed,Web,Pickup,,0,0.77,Mobile Wallet,740
80536,10171,14/03/2024 11:57,Cancelled,Mobile App,Delivery,,3.09,1.23,Mobile Wallet,704
80537,10407,04/03/2024 16:25,Completed,Web,Delivery,,2.54,1.82,PayPal,771
80538,10455,06/03/2024 01:12,Cancelled,Mobile App,Delivery,,2.4,0.08,PayPal,440
80539,10090,26/03/2024 12:29,Preparing,Web,Delivery,,3.94,0.48,Card,87
80540,10333,11/03/2024 06:14,Completed,Mobile App,Pickup,2,0,1.8,Mobile Wallet,868
80541,10349,03/03/2024 11:29,Placed,Mobile App,Pickup,3,0,0.69,PayPal,662
80542,10257,22/03/2024 09:32,Completed,Mobile App,Delivery,,2.86,1.6,Mobile Wallet,116
80543,10415,09/03/2024 13:43,Cancelled,Web,Delivery,,1.24,1.8,PayPal,13
80544,10491,05/03/2024 23:27,Preparing,Mobile App,Delivery,,1.34,0.3,Card,860
80545,10448,24/03/2024 16:43,Placed,Mobile App,Delivery,,2.25,1.36,Card,789
80546,10243,21/03/2024 04:48,Placed,Mobile App,Pickup,,0,0.38,Card,221
80547,10447,24/03/2024 15:33,Completed,Mobile App,Delivery,,2.74,1.31,PayPal,644
80548,10249,14/03/2024 20:08,Preparing,Mobile App,Pickup,,0,0.34,PayPal,550
80549,10117,14/03/2024 02:43,Placed,Web,Pickup,3,0,0.71,PayPal,944
80550,10490,29/03/2024 03:42,Preparing,Mobile App,Delivery,,1.55,0.35,Mobile Wallet,401
80551,10355,08/03/2024 08:07,Preparing,Web,Delivery,,1.12,0.63,Card,251
80552,10226,09/03/2024 09:31,Preparing,Web,Pickup,3,0,1.33,PayPal,624
80553,10076,25/03/2024 13:40,Preparing,Mobile App,Pickup,,0,0.24,Card,725
80554,10208,21/03/2024 20:18,Completed,Web,Pickup,2,0,0.01,Mobile Wallet,356
80555,10280,22/03/2024 13:38,Completed,Web,Pickup,3,0,1.6,Mobile Wallet,908
80556,10465,06/03/2024 02:40,Cancelled,Web,Pickup,3,0,0.28,Mobile Wallet,440
80557,10060,19/03/2024 06:41,Preparing,Mobile App,Pickup,1,0,0.71,PayPal,79
80558,10029,27/03/2024 13:15,Preparing,Mobile App,Delivery,,1.59,0.17,PayPal,880
80559,10347,24/03/2024 07:00,Cancelled,Web,Delivery,,2.47,1.21,Mobile Wallet,588
80560,10484,17/03/2024 10:22,Cancelled,Web,Delivery,,3.15,0.86,PayPal,884
80561,10191,13/03/2024 22:54,Completed,Mobile App,Delivery,,1.92,0.89,Mobile Wallet,943
80562,10045,21/03/2024 05:12,Cancelled,Mobile App,Delivery,,1.87,1.61,PayPal,936
80563,10374,27/03/2024 17:21,Placed,Web,Pickup,2,0,0.42,PayPal,738
80564,10445,27/03/2024 21:10,Cancelled,Web,Pickup,1,0,0.01,Mobile Wallet,123
80565,10469,08/03/2024 23:01,Cancelled,Web,Pickup,,0,0.4,PayPal,899
80566,10149,14/03/2024 17:51,Completed,Mobile App,Pickup,1,0,1.12,PayPal,567
80567,10115,01/03/2024 02:40,Preparing,Mobile App,Delivery,,1.9,1.28,Mobile Wallet,804
80568,10242,30/03/2024 18:08,Completed,Mobile App,Delivery,,1.54,1.81,Mobile Wallet,606
80569,10126,06/03/2024 10:22,Completed,Mobile App,Delivery,,3.98,0.13,Mobile Wallet,816
80570,10186,12/03/2024 17:42,Cancelled,Web,Pickup,,0,0.75,Mobile Wallet,555
80571,10295,12/03/2024 19:29,Preparing,Web,Delivery,,1.44,0.92,Mobile Wallet,778
80572,10070,03/03/2024 09:46,Completed,Mobile App,Pickup,2,0,0.84,PayPal,543
80573,10025,25/03/2024 02:28,Placed,Web,Pickup,3,0,1.53,Card,287
80574,10392,28/03/2024 06:00,Preparing,Mobile App,Delivery,,3.62,1.65,Mobile Wallet,718
80575,10410,17/03/2024 11:58,Placed,Mobile App,Pickup,3,0,1.65,Card,518
80576,10071,23/03/2024 01:38,Cancelled,Mobile App,Pickup,3,0,1.84,Card,582
80577,10053,08/03/2024 00:48,Preparing,Web,Delivery,,3.39,1.12,Mobile Wallet,268
80578,10426,19/03/2024 23:51,Cancelled,Web,Delivery,,1.35,0.26,Card,464
80579,10246,17/03/2024 12:01,Preparing,Mobile App,Pickup,3,0,1.78,Mobile Wallet,789
80580,10268,14/03/2024 20:47,Placed,Web,Pickup,2,0,0.44,Mobile Wallet,322
80581,10073,14/03/2024 23:47,Preparing,Web,Delivery,,1.39,0.16,Mobile Wallet,316
80582,10391,04/03/2024 12:54,Placed,Mobile App,Delivery,,3.27,0.09,Card,827
80583,10017,22/03/2024 08:21,Placed,Mobile App,Delivery,,1.13,0.6,Card,878
80584,10387,06/03/2024 15:12,Preparing,Web,Delivery,,1.55,0.7,Card,526
80585,10075,17/03/2024 00:41,Preparing,Web,Pickup,3,0,1.01,Card,975
80586,10051,25/03/2024 01:37,Preparing,Web,Delivery,,3.89,0.34,Mobile Wallet,105
