store_id,trans_datetime,staff_id,payment_type,order_channel,loyalty_member_id,pos_receipt_id,time_range,month,line_number,product_id,quantity,unit_price,line_discount
2,2024-01-16 18:38:00,5005,Cash,Click-and-Collect,3001.0,90020,18:00-24:00,Jan,5,471,1,5.38,0.5
2,2024-01-16 18:38:00,5005,Cash,Click-and-Collect,3001.0,90020,18:00-24:00,Jan,1,263,2,5.26,0.5
2,2024-01-16 18:38:00,5005,Cash,Click-and-Collect,3001.0,90020,18:00-24:00,Jan,5,300,4,2.54,0.5
2,2024-01-16 18:38:00,5005,Cash,Click-and-Collect,3001.0,90020,18:00-24:00,Jan,1,919,4,2.17,0.0
2,2024-01-16 18:38:00,5005,Cash,Click-and-Collect,3001.0,90020,18:00-24:00,Jan,4,433,3,3.99,0.25
2,2024-02-06 15:07:00,5006,Voucher,Click-and-Collect,3005.0,90415,12:00-18:00,Feb,1,727,4,2.8,0.5
2,2024-02-06 15:07:00,5006,Voucher,Click-and-Collect,3005.0,90415,12:00-18:00,Feb,3,954,4,4.96,0.5
2,2024-02-06 15:07:00,5006,Voucher,Click-and-Collect,3005.0,90415,12:00-18:00,Feb,4,948,4,5.73,0.25
2,2024-02-06 15:07:00,5006,Voucher,Click-and-Collect,3005.0,90415,12:00-18:00,Feb,4,84,3,5.43,0.5
2,2024-03-17 04:39:00,5002,Cash,Click-and-Collect,,90990,00:00-06:00,Mar,3,333,2,5.11,0.5
2,2024-03-17 04:39:00,5002,Cash,Click-and-Collect,,90990,00:00-06:00,Mar,1,297,2,2.87,0.25
1,2024-03-21 02:39:00,5004,Mobile Wallet,In-Store,3004.0,90091,00:00-06:00,Mar,5,448,1,2.59,0.5
4,2024-01-28 01:20:00,5007,Card,Click-and-Collect,,90081,00:00-06:00,Jan,5,566,3,5.23,0.25
4,2024-01-28 01:20:00,5007,Card,Click-and-Collect,,90081,00:00-06:00,Jan,3,406,3,4.86,0.1
4,2024-01-28 01:20:00,5007,Card,Click-and-Collect,,90081,00:00-06:00,Jan,2,251,1,1.56,0.5
2,2024-01-21 04:31:00,5007,Card,Click-and-Collect,,90798,00:00-06:00,Jan,1,436,2,2.29,0.5
2,2024-01-21 04:31:00,5007,Card,Click-and-Collect,,90798,00:00-06:00,Jan,5,173,1,3.8,0.0
2,2024-01-21 04:31:00,5007,Card,Click-and-Collect,,90798,00:00-06:00,Jan,5,661,3,3.13,0.0
2,2024-01-21 04:31:00,5007,Card,Click-and-Collect,,90798,00:00-06:00,Jan,5,110,1,5.64,0.5
2,2024-01-21 04:31:00,5007,Card,Click-and-Collect,,90798,00:00-06:00,Jan,5,193,1,2.09,0.0
2,2024-01-21 04:31:00,5007,Card,Click-and-Collect,,90798,00:00-06:00,Jan,5,12,4,3.54,0.5
2,2024-01-21 04:31:00,5007,Card,Click-and-Collect,,90798,00:00-06:00,Jan,4,113,3,2.53,0.1
2,2024-01-10 10:41:00,5004,Card,In-Store,3004.0,90523,06:00-12:00,Jan,2,199,3,3.08,0.1
3,2024-01-16 18:51:00,5007,Mobile Wallet,In-Store,3002.0,90106,18:00-24:00,Jan,1,150,3,2.39,0.1
3,2024-01-01 11:09:00,5009,Mobile Wallet,Click-and-Collect,3002.0,90182,06:00-12:00,Jan,5,975,4,3.59,0.5
3,2024-01-01 11:09:00,5009,Mobile Wallet,Click-and-Collect,3002.0,90182,06:00-12:00,Jan,5,747,1,5.77,0.5
3,2024-01-02 07:04:00,5007,Voucher,Click-and-Collect,3005.0,90659,06:00-12:00,Jan,2,651,3,5.39,0.25
3,2024-01-02 07:04:00,5007,Voucher,Click-and-Collect,3005.0,90659,06:00-12:00,Jan,4,957,2,3.78,0.5
3,2024-01-02 07:04:00,5007,Voucher,Click-and-Collect,3005.0,90659,06:00-12:00,Jan,4,388,4,5.18,0.0
4,2024-03-28 01:02:00,5008,Voucher,In-Store,3003.0,90451,00:00-06:00,Mar,3,70,4,3.49,0.25
1,2024-03-26 18:51:00,5007,Card,Click-and-Collect,3004.0,90606,18:00-24:00,Mar,4,58,3,3.78,0.25
1,2024-03-26 18:51:00,5007,Card,Click-and-Collect,3004.0,90606,18:00-24:00,Mar,2,485,4,2.76,0.5
1,2024-03-23 00:43:00,5001,Voucher,In-Store,3002.0,90463,00:00-06:00,Mar,4,910,2,3.36,0.5
1,2024-03-23 00:43:00,5001,Voucher,In-Store,3002.0,90463,00:00-06:00,Mar,1,39,1,3.16,0.25
1,2024-03-23 00:43:00,5001,Voucher,In-Store,3002.0,90463,00:00-06:00,Mar,1,316,4,2.69,0.0
1,2024-03-23 00:43:00,5001,Voucher,In-Store,3002.0,90463,00:00-06:00,Mar,2,850,3,2.47,0.25
1,2024-03-23 00:43:00,5001,Voucher,In-Store,3002.0,90463,00:00-06:00,Mar,3,490,2,2.67,0.25
1,2024-03-23 00:43:00,5001,Voucher,In-Store,3002.0,90463,00:00-06:00,Mar,2,43,1,5.16,0.25
3,2024-01-21 04:23:00,5006,Mobile Wallet,In-Store,3005.0,90661,00:00-06:00,Jan,4,885,1,4.27,0.5
3,2024-01-21 04:23:00,5006,Mobile Wallet,In-Store,3005.0,90661,00:00-06:00,Jan,1,87,2,3.99,0.25
3,2024-01-21 04:23:00,5006,Mobile Wallet,In-Store,3005.0,90661,00:00-06:00,Jan,4,344,4,4.1,0.25
3,2024-01-21 04:23:00,5006,Mobile Wallet,In-Store,3005.0,90661,00:00-06:00,Jan,5,78,3,5.56,0.25
3,2024-01-21 04:23:00,5006,Mobile Wallet,In-Store,3005.0,90661,00:00-06:00,Jan,3,17,1,3.61,0.5
2,2024-02-18 18:55:00,5009,Voucher,In-Store,3005.0,90595,18:00-24:00,Feb,3,986,3,1.67,0.5
2,2024-02-18 18:55:00,5009,Voucher,In-Store,3005.0,90595,18:00-24:00,Feb,3,568,1,3.52,0.1
3,2024-01-27 03:36:00,5007,Card,In-Store,3001.0,90620,00:00-06:00,Jan,1,488,2,5.81,0.5
3,2024-01-27 03:36:00,5007,Card,In-Store,3001.0,90620,00:00-06:00,Jan,5,155,2,3.43,0.25
1,2024-02-02 12:51:00,5005,Card,In-Store,3001.0,90831,12:00-18:00,Feb,5,921,3,5.92,0.0
5,2024-02-18 11:28:00,5010,Voucher,In-Store,3003.0,90662,06:00-12:00,Feb,1,729,4,3.52,0.0
5,2024-02-18 11:28:00,5010,Voucher,In-Store,3003.0,90662,06:00-12:00,Feb,4,177,1,2.61,0.5
3,2024-01-26 20:19:00,5006,Voucher,Click-and-Collect,3003.0,90537,18:00-24:00,Jan,4,536,2,3.14,0.25
2,2024-02-20 19:38:00,5004,Voucher,Click-and-Collect,3004.0,90419,18:00-24:00,Feb,3,794,3,4.56,0.0
2,2024-02-20 19:38:00,5004,Voucher,Click-and-Collect,3004.0,90419,18:00-24:00,Feb,3,878,2,3.48,0.25
2,2024-01-02 18:14:00,5005,Voucher,Click-and-Collect,3001.0,90068,18:00-24:00,Jan,3,338,1,4.01,0.5
2,2024-01-02 18:14:00,5005,Voucher,Click-and-Collect,3001.0,90068,18:00-24:00,Jan,3,182,4,5.4,0.5
2,2024-01-02 18:14:00,5005,Voucher,Click-and-Collect,3001.0,90068,18:00-24:00,Jan,3,993,2,2.76,0.0
2,2024-01-02 18:14:00,5005,Voucher,Click-and-Collect,3001.0,90068,18:00-24:00,Jan,4,361,4,4.21,0.25
3,2024-03-30 12:17:00,5005,Card,In-Store,,90259,12:00-18:00,Mar,3,742,2,3.0,0.1
3,2024-03-30 12:17:00,5005,Card,In-Store,,90259,12:00-18:00,Mar,3,486,2,2.42,0.0
3,2024-03-30 12:17:00,5005,Card,In-Store,,90259,12:00-18:00,Mar,1,136,3,2.74,0.25
3,2024-01-13 05:39:00,5006,Mobile Wallet,Click-and-Collect,,90318,00:00-06:00,Jan,3,991,4,2.08,0.0
5,2024-03-20 03:33:00,5001,Card,In-Store,,90573,00:00-06:00,Mar,5,610,3,5.78,0.5
5,2024-03-20 03:33:00,5001,Card,In-Store,,90573,00:00-06:00,Mar,4,386,3,5.16,0.0
2,2024-01-24 03:43:00,5009,Mobile Wallet,In-Store,,90521,00:00-06:00,Jan,2,371,1,3.13,0.1
5,2024-01-26 23:52:00,5009,Cash,Click-and-Collect,,90350,18:00-24:00,Jan,2,971,4,2.36,0.1
5,2024-01-26 23:52:00,5009,Cash,Click-and-Collect,,90350,18:00-24:00,Jan,5,194,4,4.63,0.5
5,2024-03-10 12:38:00,5006,Voucher,Click-and-Collect,,90080,12:00-18:00,Mar,3,731,3,2.56,0.25
5,2024-03-10 12:38:00,5006,Voucher,Click-and-Collect,,90080,12:00-18:00,Mar,3,303,1,3.78,0.0
5,2024-03-10 12:38:00,5006,Voucher,Click-and-Collect,,90080,12:00-18:00,Mar,4,688,1,4.55,0.1
5,2024-03-10 12:38:00,5006,Voucher,Click-and-Collect,,90080,12:00-18:00,Mar,2,372,3,1.63,0.25
1,2024-02-14 11:26:00,5010,Card,Click-and-Collect,3003.0,90898,06:00-12:00,Feb,2,785,2,4.19,0.1
1,2024-02-14 11:26:00,5010,Card,Click-and-Collect,3003.0,90898,06:00-12:00,Feb,5,656,3,4.97,0.0
1,2024-02-14 11:26:00,5010,Card,Click-and-Collect,3003.0,90898,06:00-12:00,Feb,3,586,1,2.08,0.0
3,2024-02-18 10:49:00,5008,Card,Click-and-Collect,3005.0,90186,06:00-12:00,Feb,1,600,4,4.36,0.5
3,2024-02-18 10:49:00,5008,Card,Click-and-Collect,3005.0,90186,06:00-12:00,Feb,1,891,2,4.05,0.5
3,2024-02-18 10:49:00,5008,Card,Click-and-Collect,3005.0,90186,06:00-12:00,Feb,4,852,2,4.75,0.0
3,2024-02-18 10:49:00,5008,Card,Click-and-Collect,3005.0,90186,06:00-12:00,Feb,2,819,1,3.04,0.0
3,2024-02-18 10:49:00,5008,Card,Click-and-Collect,3005.0,90186,06:00-12:00,Feb,3,394,4,6.0,0.5
3,2024-02-18 10:49:00,5008,Card,Click-and-Collect,3005.0,90186,06:00-12:00,Feb,3,883,2,1.52,0.5
3,2024-02-18 10:49:00,5008,Card,Click-and-Collect,3005.0,90186,06:00-12:00,Feb,5,696,4,2.18,0.25
1,2024-01-11 17:21:00,5003,Voucher,Click-and-Collect,3003.0,90374,12:00-18:00,Jan,4,693,2,5.86,0.25
1,2024-01-11 17:21:00,5003,Voucher,Click-and-Collect,3003.0,90374,12:00-18:00,Jan,5,117,2,4.17,0.1
3,2024-03-28 11:34:00,5002,Cash,Click-and-Collect,3002.0,90240,06:00-12:00,Mar,2,547,2,2.89,0.5
3,2024-03-28 11:34:00,5002,Cash,Click-and-Collect,3002.0,90240,06:00-12:00,Mar,5,506,3,1.67,0.5
1,2024-02-09 19:20:00,5007,Card,Click-and-Collect,3003.0,90377,18:00-24:00,Feb,5,118,3,4.08,0.5
1,2024-02-09 19:20:00,5007,Card,Click-and-Collect,3003.0,90377,18:00-24:00,Feb,4,695,4,3.58,0.25
2,2024-02-16 21:20:00,5001,Cash,In-Store,3003.0,90515,18:00-24:00,Feb,1,989,3,5.41,0.5
2,2024-02-16 21:20:00,5001,Cash,In-Store,3003.0,90515,18:00-24:00,Feb,5,541,4,5.85,0.1
2,2024-02-16 21:20:00,5001,Cash,In-Store,3003.0,90515,18:00-24:00,Feb,4,715,2,2.19,0.5
2,2024-02-16 21:20:00,5001,Cash,In-Store,3003.0,90515,18:00-24:00,Feb,1,919,1,2.04,0.1
1,2024-01-05 05:08:00,5009,Cash,In-Store,3004.0,90142,00:00-06:00,Jan,3,894,3,1.73,0.5
1,2024-01-05 05:08:00,5009,Cash,In-Store,3004.0,90142,00:00-06:00,Jan,3,226,1,4.77,0.1
1,2024-01-31 18:51:00,5009,Cash,Click-and-Collect,,90568,18:00-24:00,Jan,3,957,1,4.7,0.0
1,2024-01-31 18:51:00,5009,Cash,Click-and-Collect,,90568,18:00-24:00,Jan,3,96,3,5.39,0.0
1,2024-01-31 18:51:00,5009,Cash,Click-and-Collect,,90568,18:00-24:00,Jan,2,954,2,3.64,0.25
1,2024-01-31 18:51:00,5009,Cash,Click-and-Collect,,90568,18:00-24:00,Jan,5,503,1,5.2,0.25
1,2024-01-31 18:51:00,5009,Cash,Click-and-Collect,,90568,18:00-24:00,Jan,3,987,1,2.61,0.1
1,2024-01-31 18:51:00,5009,Cash,Click-and-Collect,,90568,18:00-24:00,Jan,2,729,3,5.64,0.25
2,2024-02-01 09:35:00,5006,Card,In-Store,,90086,06:00-12:00,Feb,4,782,2,2.73,0.1
2,2024-02-01 09:35:00,5006,Card,In-Store,,90086,06:00-12:00,Feb,5,970,3,4.75,0.5
2,2024-02-01 09:35:00,5006,Card,In-Store,,90086,06:00-12:00,Feb,1,699,4,3.78,0.25
2,2024-03-25 08:00:00,5009,Card,Click-and-Collect,3002.0,90094,06:00-12:00,Mar,3,852,1,1.92,0.0
2,2024-03-25 08:00:00,5009,Card,Click-and-Collect,3002.0,90094,06:00-12:00,Mar,1,970,2,5.18,0.25
5,2024-03-11 04:15:00,5002,Card,In-Store,,90425,00:00-06:00,Mar,4,55,4,3.76,0.1
5,2024-03-11 04:15:00,5002,Card,In-Store,,90425,00:00-06:00,Mar,4,831,3,4.74,0.5
5,2024-03-11 04:15:00,5002,Card,In-Store,,90425,00:00-06:00,Mar,5,412,3,4.31,0.5
4,2024-01-15 01:07:00,5009,Voucher,Click-and-Collect,3001.0,90084,00:00-06:00,Jan,3,430,3,5.71,0.1
4,2024-01-15 01:07:00,5009,Voucher,Click-and-Collect,3001.0,90084,00:00-06:00,Jan,3,384,2,1.63,0.0
4,2024-01-15 01:07:00,5009,Voucher,Click-and-Collect,3001.0,90084,00:00-06:00,Jan,5,47,3,4.43,0.5
4,2024-01-15 01:07:00,5009,Voucher,Click-and-Collect,3001.0,90084,00:00-06:00,Jan,4,485,1,2.89,0.5
2,2024-01-05 18:08:00,5002,Cash,In-Store,,90811,18:00-24:00,Jan,2,150,2,1.67,0.5
2,2024-01-05 18:08:00,5002,Cash,In-Store,,90811,18:00-24:00,Jan,4,619,3,5.51,0.1
2,2024-01-05 18:08:00,5002,Cash,In-Store,,90811,18:00-24:00,Jan,5,110,2,3.7,0.25
2,2024-01-05 18:08:00,5002,Cash,In-Store,,90811,18:00-24:00,Jan,3,657,2,1.51,0.1
2,2024-01-05 18:08:00,5002,Cash,In-Store,,90811,18:00-24:00,Jan,3,425,3,4.88,0.1
2,2024-01-05 18:08:00,5002,Cash,In-Store,,90811,18:00-24:00,Jan,2,832,4,2.71,0.1
2,2024-03-11 00:23:00,5004,Card,Click-and-Collect,3001.0,90778,00:00-06:00,Mar,1,723,4,3.52,0.0
4,2024-02-06 11:33:00,5009,Voucher,Click-and-Collect,3005.0,90020,06:00-12:00,Feb,2,768,1,6.0,0.25
4,2024-02-06 11:33:00,5009,Voucher,Click-and-Collect,3005.0,90020,06:00-12:00,Feb,5,471,1,5.38,0.5
4,2024-02-06 11:33:00,5009,Voucher,Click-and-Collect,3005.0,90020,06:00-12:00,Feb,1,263,2,5.26,0.5
4,2024-02-06 11:33:00,5009,Voucher,Click-and-Collect,3005.0,90020,06:00-12:00,Feb,5,300,4,2.54,0.5
4,2024-02-06 11:33:00,5009,Voucher,Click-and-Collect,3005.0,90020,06:00-12:00,Feb,1,919,4,2.17,0.0
4,2024-02-06 11:33:00,5009,Voucher,Click-and-Collect,3005.0,90020,06:00-12:00,Feb,4,433,3,3.99,0.25
1,2024-03-30 12:02:00,5003,Voucher,Click-and-Collect,3004.0,90795,12:00-18:00,Mar,2,296,2,2.86,0.0
5,2024-01-11 02:14:00,5007,Mobile Wallet,In-Store,,90430,00:00-06:00,Jan,3,465,3,2.21,0.25
5,2024-01-11 02:14:00,5007,Mobile Wallet,In-Store,,90430,00:00-06:00,Jan,5,655,4,1.78,0.5
5,2024-01-11 02:14:00,5007,Mobile Wallet,In-Store,,90430,00:00-06:00,Jan,2,537,1,2.25,0.25
3,2024-01-30 17:53:00,5003,Mobile Wallet,In-Store,3001.0,90549,12:00-18:00,Jan,4,17,2,4.73,0.25
3,2024-01-30 17:53:00,5003,Mobile Wallet,In-Store,3001.0,90549,12:00-18:00,Jan,3,20,2,4.1,0.25
4,2024-03-09 14:38:00,5002,Voucher,Click-and-Collect,,90002,12:00-18:00,Mar,2,630,3,2.58,0.5
4,2024-03-09 14:38:00,5002,Voucher,Click-and-Collect,,90002,12:00-18:00,Mar,1,778,4,5.32,0.25
4,2024-03-09 14:38:00,5002,Voucher,Click-and-Collect,,90002,12:00-18:00,Mar,1,501,2,3.63,0.0
4,2024-01-29 20:33:00,5010,Card,Click-and-Collect,3001.0,90681,18:00-24:00,Jan,1,685,1,3.86,0.25
4,2024-01-29 20:33:00,5010,Card,Click-and-Collect,3001.0,90681,18:00-24:00,Jan,4,400,3,2.18,0.25
4,2024-01-29 20:33:00,5010,Card,Click-and-Collect,3001.0,90681,18:00-24:00,Jan,2,849,3,3.73,0.0
4,2024-01-17 18:29:00,5007,Voucher,Click-and-Collect,3005.0,90977,18:00-24:00,Jan,1,798,1,4.2,0.5
4,2024-01-17 18:29:00,5007,Voucher,Click-and-Collect,3005.0,90977,18:00-24:00,Jan,1,539,1,3.26,0.5
4,2024-01-17 18:29:00,5007,Voucher,Click-and-Collect,3005.0,90977,18:00-24:00,Jan,4,390,1,2.9,0.1
3,2024-01-29 01:55:00,5009,Voucher,In-Store,,90651,00:00-06:00,Jan,4,844,4,5.59,0.25
3,2024-01-29 01:55:00,5009,Voucher,In-Store,,90651,00:00-06:00,Jan,3,397,3,2.64,0.0
3,2024-01-29 01:55:00,5009,Voucher,In-Store,,90651,00:00-06:00,Jan,5,980,3,2.06,0.25
3,2024-01-29 01:55:00,5009,Voucher,In-Store,,90651,00:00-06:00,Jan,2,681,3,5.33,0.5
4,2024-01-31 14:08:00,5002,Mobile Wallet,Click-and-Collect,3004.0,90808,12:00-18:00,Jan,5,70,3,2.59,0.0
4,2024-01-31 14:08:00,5002,Mobile Wallet,Click-and-Collect,3004.0,90808,12:00-18:00,Jan,1,885,2,2.23,0.0
4,2024-01-31 14:08:00,5002,Mobile Wallet,Click-and-Collect,3004.0,90808,12:00-18:00,Jan,4,909,3,3.17,0.25
4,2024-01-31 14:08:00,5002,Mobile Wallet,Click-and-Collect,3004.0,90808,12:00-18:00,Jan,2,661,3,5.12,0.5
1,2024-01-19 10:23:00,5004,Mobile Wallet,Click-and-Collect,3001.0,90753,06:00-12:00,Jan,5,775,3,2.1,0.25
1,2024-01-19 10:23:00,5004,Mobile Wallet,Click-and-Collect,3001.0,90753,06:00-12:00,Jan,5,845,4,4.74,0.5
2,2024-02-13 11:13:00,5008,Mobile Wallet,In-Store,3001.0,90347,06:00-12:00,Feb,4,834,2,5.24,0.5
2,2024-02-13 11:13:00,5008,Mobile Wallet,In-Store,3001.0,90347,06:00-12:00,Feb,5,954,1,1.77,0.1
2,2024-02-13 11:13:00,5008,Mobile Wallet,In-Store,3001.0,90347,06:00-12:00,Feb,4,323,4,5.92,0.1
1,2024-02-11 05:34:00,5005,Card,Click-and-Collect,3003.0,90647,00:00-06:00,Feb,1,187,2,1.78,0.5
1,2024-02-11 05:34:00,5005,Card,Click-and-Collect,3003.0,90647,00:00-06:00,Feb,4,182,3,4.36,0.0
1,2024-02-11 05:34:00,5005,Card,Click-and-Collect,3003.0,90647,00:00-06:00,Feb,1,32,4,4.96,0.1
1,2024-02-11 05:34:00,5005,Card,Click-and-Collect,3003.0,90647,00:00-06:00,Feb,1,325,4,5.05,0.25
1,2024-02-11 05:34:00,5005,Card,Click-and-Collect,3003.0,90647,00:00-06:00,Feb,3,622,1,2.03,0.25
2,2024-01-30 16:39:00,5005,Cash,In-Store,3003.0,90301,12:00-18:00,Jan,5,446,2,3.54,0.25
2,2024-01-30 16:39:00,5005,Cash,In-Store,3003.0,90301,12:00-18:00,Jan,3,207,1,5.06,0.0
2,2024-01-30 16:39:00,5005,Cash,In-Store,3003.0,90301,12:00-18:00,Jan,3,329,1,1.86,0.25
2,2024-01-30 16:39:00,5005,Cash,In-Store,3003.0,90301,12:00-18:00,Jan,1,224,4,5.98,0.0
5,2024-03-23 20:16:00,5002,Mobile Wallet,Click-and-Collect,3004.0,90956,18:00-24:00,Mar,5,330,2,5.91,0.1
5,2024-03-23 20:16:00,5002,Mobile Wallet,Click-and-Collect,3004.0,90956,18:00-24:00,Mar,3,318,4,5.95,0.5
5,2024-02-25 11:38:00,5007,Voucher,Click-and-Collect,3004.0,90038,06:00-12:00,Feb,1,466,1,2.92,0.25
5,2024-02-25 11:38:00,5007,Voucher,Click-and-Collect,3004.0,90038,06:00-12:00,Feb,3,772,2,2.79,0.0
5,2024-02-25 11:38:00,5007,Voucher,Click-and-Collect,3004.0,90038,06:00-12:00,Feb,4,348,1,3.02,0.0
5,2024-02-25 11:38:00,5007,Voucher,Click-and-Collect,3004.0,90038,06:00-12:00,Feb,5,551,3,3.25,0.1
5,2024-02-25 11:38:00,5007,Voucher,Click-and-Collect,3004.0,90038,06:00-12:00,Feb,2,193,2,2.85,0.1
1,2024-02-18 20:29:00,5005,Mobile Wallet,In-Store,,90280,18:00-24:00,Feb,4,128,3,3.47,0.5
1,2024-02-18 20:29:00,5005,Mobile Wallet,In-Store,,90280,18:00-24:00,Feb,3,392,1,2.31,0.1
5,2024-01-25 18:04:00,5001,Card,In-Store,3004.0,90917,18:00-24:00,Jan,4,980,4,3.03,0.1
5,2024-01-25 18:04:00,5001,Card,In-Store,3004.0,90917,18:00-24:00,Jan,2,924,4,3.04,0.25
4,2024-02-26 11:16:00,5001,Cash,In-Store,,90709,06:00-12:00,Feb,1,510,3,5.66,0.25
5,2024-02-29 06:49:00,5002,Mobile Wallet,Click-and-Collect,3002.0,90745,06:00-12:00,Feb,5,435,1,3.44,0.1
5,2024-02-29 06:49:00,5002,Mobile Wallet,Click-and-Collect,3002.0,90745,06:00-12:00,Feb,4,642,1,3.85,0.25
5,2024-02-29 06:49:00,5002,Mobile Wallet,Click-and-Collect,3002.0,90745,06:00-12:00,Feb,4,180,3,3.21,0.25
1,2024-01-27 09:13:00,5001,Cash,In-Store,,90301,06:00-12:00,Jan,5,446,2,3.54,0.25
1,2024-01-27 09:13:00,5001,Cash,In-Store,,90301,06:00-12:00,Jan,3,207,1,5.06,0.0
1,2024-01-27 09:13:00,5001,Cash,In-Store,,90301,06:00-12:00,Jan,3,329,1,1.86,0.25
1,2024-01-27 09:13:00,5001,Cash,In-Store,,90301,06:00-12:00,Jan,1,224,4,5.98,0.0
5,2024-03-01 12:36:00,5005,Mobile Wallet,Click-and-Collect,,90457,12:00-18:00,Mar,3,618,4,2.25,0.5
5,2024-03-01 12:36:00,5005,Mobile Wallet,Click-and-Collect,,90457,12:00-18:00,Mar,1,907,4,3.64,0.5
5,2024-03-01 12:36:00,5005,Mobile Wallet,Click-and-Collect,,90457,12:00-18:00,Mar,3,660,2,5.49,0.5
5,2024-03-01 12:36:00,5005,Mobile Wallet,Click-and-Collect,,90457,12:00-18:00,Mar,5,66,4,4.22,0.1
5,2024-02-08 07:46:00,5008,Mobile Wallet,In-Store,3001.0,90458,06:00-12:00,Feb,4,552,4,3.05,0.5
5,2024-02-08 07:46:00,5008,Mobile Wallet,In-Store,3001.0,90458,06:00-12:00,Feb,3,44,3,4.27,0.5
5,2024-02-08 07:46:00,5008,Mobile Wallet,In-Store,3001.0,90458,06:00-12:00,Feb,1,541,3,1.85,0.0
5,2024-02-08 07:46:00,5008,Mobile Wallet,In-Store,3001.0,90458,06:00-12:00,Feb,3,12,3,2.44,0.0
5,2024-02-08 07:46:00,5008,Mobile Wallet,In-Store,3001.0,90458,06:00-12:00,Feb,3,802,2,1.95,0.5
4,2024-03-12 02:43:00,5005,Card,In-Store,3005.0,90655,00:00-06:00,Mar,2,115,1,4.84,0.1
4,2024-03-12 02:43:00,5005,Card,In-Store,3005.0,90655,00:00-06:00,Mar,3,811,1,1.84,0.5
4,2024-03-12 02:43:00,5005,Card,In-Store,3005.0,90655,00:00-06:00,Mar,3,32,4,5.5,0.25
2,2024-02-08 07:49:00,5006,Mobile Wallet,Click-and-Collect,3003.0,90526,06:00-12:00,Feb,5,821,2,5.79,0.1
2,2024-02-08 07:49:00,5006,Mobile Wallet,Click-and-Collect,3003.0,90526,06:00-12:00,Feb,3,426,4,4.04,0.5
2,2024-02-08 07:49:00,5006,Mobile Wallet,Click-and-Collect,3003.0,90526,06:00-12:00,Feb,5,606,4,2.54,0.0
2,2024-02-08 07:49:00,5006,Mobile Wallet,Click-and-Collect,3003.0,90526,06:00-12:00,Feb,1,560,1,5.04,0.1
2,2024-02-08 07:49:00,5006,Mobile Wallet,Click-and-Collect,3003.0,90526,06:00-12:00,Feb,4,208,4,2.35,0.25
2,2024-03-11 14:57:00,5003,Mobile Wallet,Click-and-Collect,3004.0,90695,12:00-18:00,Mar,1,695,4,3.87,0.25
2,2024-03-11 14:57:00,5003,Mobile Wallet,Click-and-Collect,3004.0,90695,12:00-18:00,Mar,2,801,4,1.66,0.0
2,2024-03-11 14:57:00,5003,Mobile Wallet,Click-and-Collect,3004.0,90695,12:00-18:00,Mar,4,324,1,1.94,0.25
2,2024-03-11 14:57:00,5003,Mobile Wallet,Click-and-Collect,3004.0,90695,12:00-18:00,Mar,4,624,4,4.68,0.1
2,2024-03-11 14:57:00,5003,Mobile Wallet,Click-and-Collect,3004.0,90695,12:00-18:00,Mar,4,850,3,3.43,0.0
4,2024-03-30 08:03:00,5008,Mobile Wallet,Click-and-Collect,3005.0,90798,06:00-12:00,Mar,1,436,2,2.29,0.5
4,2024-03-30 08:03:00,5008,Mobile Wallet,Click-and-Collect,3005.0,90798,06:00-12:00,Mar,5,173,1,3.8,0.0
4,2024-03-30 08:03:00,5008,Mobile Wallet,Click-and-Collect,3005.0,90798,06:00-12:00,Mar,5,661,3,3.13,0.0
4,2024-03-30 08:03:00,5008,Mobile Wallet,Click-and-Collect,3005.0,90798,06:00-12:00,Mar,5,110,1,5.64,0.5
4,2024-03-30 08:03:00,5008,Mobile Wallet,Click-and-Collect,3005.0,90798,06:00-12:00,Mar,5,193,1,2.09,0.0
4,2024-03-30 08:03:00,5008,Mobile Wallet,Click-and-Collect,3005.0,90798,06:00-12:00,Mar,5,12,4,3.54,0.5
4,2024-03-30 08:03:00,5008,Mobile Wallet,Click-and-Collect,3005.0,90798,06:00-12:00,Mar,4,113,3,2.53,0.1
3,2024-03-19 14:00:00,5009,Cash,In-Store,,90158,12:00-18:00,Mar,4,696,4,5.77,0.25
3,2024-03-19 14:00:00,5009,Cash,In-Store,,90158,12:00-18:00,Mar,1,628,3,2.95,0.25
3,2024-03-19 14:00:00,5009,Cash,In-Store,,90158,12:00-18:00,Mar,1,296,2,2.1,0.0
3,2024-03-19 14:00:00,5009,Cash,In-Store,,90158,12:00-18:00,Mar,4,30,1,3.57,0.5
3,2024-03-19 14:00:00,5009,Cash,In-Store,,90158,12:00-18:00,Mar,1,663,3,3.01,0.1
3,2024-03-19 14:00:00,5009,Cash,In-Store,,90158,12:00-18:00,Mar,4,976,3,4.06,0.5
1,2024-03-02 12:41:00,5003,Voucher,In-Store,3003.0,90782,12:00-18:00,Mar,3,79,2,3.88,0.5
1,2024-03-02 12:41:00,5003,Voucher,In-Store,3003.0,90782,12:00-18:00,Mar,4,164,4,5.98,0.5
1,2024-03-02 12:41:00,5003,Voucher,In-Store,3003.0,90782,12:00-18:00,Mar,3,851,1,2.09,0.0
1,2024-02-28 12:56:00,5002,Cash,In-Store,3004.0,90666,12:00-18:00,Feb,2,71,1,4.89,0.1
1,2024-02-28 12:56:00,5002,Cash,In-Store,3004.0,90666,12:00-18:00,Feb,2,286,2,5.82,0.0
