store_id,trans_datetime,staff_id,payment_type,order_channel,loyalty_member_id,,pos_receipt_id
2,21/03/2024 17:31,5004,Cash,In-Store,3003,,90913
4,13/03/2024 02:35,5010,Mobile Wallet,Click-and-Collect,3002,,90083
5,11/01/2024 22:33,5006,Voucher,In-Store,3004,,90183
3,22/03/2024 10:28,5006,Cash,In-Store,3002,,90775
5,13/03/2024 07:16,5005,Voucher,In-Store,,,90389
1,18/02/2024 04:02,5002,Voucher,In-Store,3003,,90283
4,19/02/2024 12:42,5008,Card,Click-and-Collect,3001,,90785
1,10/02/2024 22:19,5004,Card,Click-and-Collect,3001,,90609
3,21/02/2024 02:03,5002,Cash,In-Store,3003,,90759
5,06/03/2024 01:56,5008,Cash,Click-and-Collect,3004,,90144
2,13/01/2024 03:15,5006,Cash,Click-and-Collect,3005,,90613
5,23/02/2024 10:21,5003,Card,In-Store,3002,,90227
2,19/01/2024 14:10,5003,Card,In-Store,3001,,90570
2,10/02/2024 17:34,5009,Card,Click-and-Collect,3004,,90327
4,26/02/2024 01:37,5004,Voucher,In-Store,3001,,90189
1,03/01/2024 17:19,5006,Mobile Wallet,Click-and-Collect,3003,,90879
2,15/01/2024 11:13,5007,Card,Click-and-Collect,3004,,90423
5,26/03/2024 16:11,5003,Voucher,Click-and-Collect,,,90249
3,10/03/2024 09:59,5010,Card,In-Store,3004,,90868
3,04/02/2024 10:36,5005,Cash,Click-and-Collect,,,90275
1,20/03/2024 02:55,5004,Mobile Wallet,Click-and-Collect,3005,,90742
5,30/01/2024 13:26,5008,Card,In-Store,3001,,90980
1,21/02/2024 21:15,5002,Voucher,Click-and-Collect,3002,,90765
2,22/02/2024 17:47,5009,Card,In-Store,,,90938
3,24/03/2024 00:03,5001,Mobile Wallet,In-Store,,,90547
2,09/03/2024 00:27,5010,Mobile Wallet,Click-and-Collect,3001,,90904
4,02/03/2024 06:17,5008,Voucher,In-Store,3002,,90937
2,28/03/2024 07:02,5007,Card,In-Store,3005,,90885
1,02/02/2024 01:50,5009,Voucher,Click-and-Collect,,,90157
5,12/01/2024 03:09,5005,Voucher,In-Store,3003,,90564
4,13/02/2024 01:05,5009,Card,In-Store,3005,,90472
4,28/03/2024 03:48,5007,Voucher,Click-and-Collect,,,90939
4,09/03/2024 17:09,5006,Voucher,In-Store,3004,,90783
2,17/03/2024 00:08,5001,Card,In-Store,,,90725
1,19/01/2024 05:28,5007,Voucher,Click-and-Collect,,,90062
3,19/03/2024 10:08,5005,Voucher,Click-and-Collect,3001,,90545
2,24/02/2024 22:49,5003,Cash,In-Store,,,90294
1,20/02/2024 23:50,5001,Cash,Click-and-Collect,,,90941
3,29/02/2024 12:03,5002,Card,In-Store,,,90274
1,11/02/2024 04:11,5009,Voucher,Click-and-Collect,3005,,90579
5,16/02/2024 16:01,5002,Card,Click-and-Collect,3004,,90096
4,27/03/2024 19:23,5001,Mobile Wallet,In-Store,3005,,90653
4,07/01/2024 08:21,5003,Card,Click-and-Collect,,,90580
2,10/01/2024 10:22,5008,Mobile Wallet,Click-and-Collect,3001,,90217
4,28/01/2024 16:10,5005,Voucher,In-Store,3001,,90921
5,02/03/2024 21:56,5003,Card,In-Store,3004,,90985
1,03/02/2024 00:19,5005,Voucher,In-Store,3004,,90307
4,26/03/2024 23:58,5002,Card,Click-and-Collect,,,90340
4,11/01/2024 03:05,5004,Voucher,In-Store,3003,,90764
5,20/03/2024 06:59,5003,Cash,In-Store,,,90859
5,02/01/2024 23:01,5004,Card,Click-and-Collect,3001,,90031
2,11/01/2024 12:29,5005,Cash,In-Store,3005,,90234
3,19/02/2024 09:02,5009,Mobile Wallet,In-Store,3003,,90791
5,25/03/2024 03:25,5009,Mobile Wallet,In-Store,3004,,90275
4,26/01/2024 13:39,5001,Voucher,Click-and-Collect,3002,,90325
1,03/03/2024 00:15,5010,Mobile Wallet,Click-and-Collect,,,90369
1,04/03/2024 15:38,5002,Card,Click-and-Collect,,,90442
1,05/03/2024 23:38,5003,Voucher,In-Store,3001,,90568
1,22/03/2024 00:56,5001,Voucher,In-Store,3005,,90424
1,25/01/2024 08:33,5008,Card,Click-and-Collect,,,90534
4,15/03/2024 16:47,5007,Card,Click-and-Collect,3004,,90275
1,05/03/2024 10:37,5007,Mobile Wallet,In-Store,,,90432
2,30/01/2024 12:47,5006,Mobile Wallet,Click-and-Collect,3003,,90967
3,05/02/2024 18:30,5003,Card,In-Store,3001,,90110
2,07/02/2024 13:46,5010,Card,In-Store,,,90862
4,03/01/2024 04:57,5003,Voucher,In-Store,,,90343
2,11/01/2024 09:22,5001,Card,Click-and-Collect,3001,,90322
2,22/01/2024 03:01,5005,Voucher,Click-and-Collect,,,90991
4,29/03/2024 10:00,5009,Cash,Click-and-Collect,,,90374
4,07/02/2024 06:26,5008,Voucher,In-Store,3003,,90028
2,05/02/2024 08:37,5001,Mobile Wallet,Click-and-Collect,3002,,90817
3,22/02/2024 22:31,5005,Card,In-Store,3004,,90143
2,11/01/2024 16:17,5002,Mobile Wallet,Click-and-Collect,3004,,90809
4,23/01/2024 13:18,5005,Card,Click-and-Collect,3004,,90411
5,07/02/2024 18:05,5002,Voucher,In-Store,3004,,90609
1,17/01/2024 04:14,5004,Cash,Click-and-Collect,,,90171
5,24/02/2024 03:09,5008,Card,In-Store,,,90989
3,20/02/2024 03:07,5008,Card,Click-and-Collect,,,90228
2,10/03/2024 07:11,5005,Voucher,Click-and-Collect,3003,,90791
5,12/01/2024 11:48,5001,Voucher,Click-and-Collect,,,90108
3,14/03/2024 00:09,5005,Voucher,Click-and-Collect,3001,,90852
1,30/03/2024 18:06,5004,Card,In-Store,3005,,90804
2,21/03/2024 23:51,5006,Voucher,Click-and-Collect,3003,,90740
1,19/02/2024 12:42,5006,Mobile Wallet,Click-and-Collect,3003,,90830
1,12/03/2024 15:32,5006,Voucher,Click-and-Collect,,,90694
3,21/03/2024 14:10,5008,Card,In-Store,3005,,90179
2,20/03/2024 22:32,5003,Card,Click-and-Collect,3005,,90238
2,01/02/2024 04:24,5003,Card,Click-and-Collect,,,90406
1,29/01/2024 19:01,5004,Cash,In-Store,,,90005
2,27/01/2024 14:03,5004,Card,In-Store,3003,,90105
2,30/03/2024 22:38,5007,Card,Click-and-Collect,3003,,90117
4,22/03/2024 19:20,5002,Voucher,Click-and-Collect,3001,,90398
5,04/03/2024 11:45,5008,Card,Click-and-Collect,3004,,90866
3,10/03/2024 04:47,5005,Mobile Wallet,In-Store,,,90605
1,29/01/2024 05:28,5003,Voucher,In-Store,,,90120
2,02/02/2024 04:47,5006,Voucher,Click-and-Collect,,,90611
5,16/01/2024 16:08,5005,Voucher,In-Store,,,90711
1,27/01/2024 15:24,5005,Mobile Wallet,In-Store,3003,,90144
1,29/01/2024 03:21,5005,Voucher,In-Store,,,90975
5,11/03/2024 10:24,5002,Cash,In-Store,3003,,90518
1,03/03/2024 19:19,5002,Voucher,In-Store,,,90728
1,16/01/2024 05:51,5001,Voucher,In-Store,3003,,90032
1,01/02/2024 02:29,5007,Voucher,In-Store,,,90551
1,29/02/2024 11:21,5007,Mobile Wallet,Click-and-Collect,3005,,90524
4,24/01/2024 06:13,5004,Voucher,Click-and-Collect,3001,,90843
1,19/02/2024 06:18,5009,Card,Click-and-Collect,3001,,90224
5,02/01/2024 11:19,5009,Cash,In-Store,3005,,90896
5,22/02/2024 05:06,5009,Mobile Wallet,Click-and-Collect,3001,,90887
5,21/02/2024 08:09,5005,Voucher,Click-and-Collect,3001,,90648
4,16/02/2024 01:09,5005,Cash,Click-and-Collect,3002,,90825
1,20/02/2024 20:47,5008,Voucher,Click-and-Collect,3001,,90721
5,18/01/2024 04:55,5002,Cash,Click-and-Collect,3001,,90986
3,04/01/2024 04:40,5006,Mobile Wallet,Click-and-Collect,3005,,90719
5,21/01/2024 00:47,5005,Cash,Click-and-Collect,,,90780
1,02/03/2024 18:17,5004,Cash,Click-and-Collect,,,90385
1,07/03/2024 23:41,5010,Voucher,Click-and-Collect,3005,,90528
2,22/01/2024 10:50,5005,Voucher,In-Store,,,90974
3,05/01/2024 12:33,5010,Voucher,Click-and-Collect,3001,,90651
5,29/03/2024 11:21,5007,Card,In-Store,,,90992
1,09/02/2024 00:32,5004,Card,Click-and-Collect,3002,,90346
4,19/01/2024 22:26,5001,Card,In-Store,3004,,90916
1,29/01/2024 17:31,5009,Card,Click-and-Collect,3005,,90128
3,19/01/2024 16:01,5008,Voucher,In-Store,3004,,90208
3,22/03/2024 07:08,5010,Card,In-Store,3003,,90896
2,09/02/2024 20:12,5003,Cash,In-Store,,,90085
5,01/01/2024 09:39,5005,Cash,In-Store,3003,,90440
1,27/01/2024 14:58,5008,Mobile Wallet,In-Store,3004,,90489
1,20/02/2024 21:07,5008,Mobile Wallet,In-Store,3002,,90009
4,16/03/2024 03:51,5001,Voucher,Click-and-Collect,3002,,90490
2,11/01/2024 11:47,5002,Mobile Wallet,Click-and-Collect,3004,,90321
5,28/02/2024 17:51,5004,Cash,In-Store,3005,,90071
1,10/01/2024 14:01,5004,Cash,Click-and-Collect,,,90360
5,20/03/2024 23:23,5002,Card,In-Store,3001,,90631
4,16/01/2024 01:15,5009,Card,Click-and-Collect,3004,,90144
4,27/03/2024 07:17,5002,Card,Click-and-Collect,,,90987
5,22/02/2024 13:35,5003,Cash,Click-and-Collect,,,90661
1,02/02/2024 05:07,5005,Mobile Wallet,Click-and-Collect,3002,,90869
5,25/02/2024 19:20,5002,Voucher,Click-and-Collect,3002,,90303
4,28/02/2024 07:53,5010,Card,In-Store,,,90396
3,26/01/2024 08:30,5008,Voucher,Click-and-Collect,3004,,90911
2,22/03/2024 07:51,5006,Cash,Click-and-Collect,3002,,90882
3,16/01/2024 14:28,5004,Cash,In-Store,,,90978
4,20/01/2024 15:27,5005,Card,Click-and-Collect,3004,,90269
3,24/01/2024 16:19,5008,Cash,In-Store,,,90294
2,12/03/2024 15:48,5005,Mobile Wallet,Click-and-Collect,,,90656
2,14/01/2024 06:12,5008,Voucher,In-Store,3005,,90524
5,28/02/2024 04:44,5006,Card,Click-and-Collect,,,90335
5,26/03/2024 06:55,5010,Card,Click-and-Collect,3001,,90060
2,27/01/2024 18:13,5008,Cash,In-Store,3003,,90627
1,01/02/2024 01:34,5003,Mobile Wallet,In-Store,,,90013
2,21/03/2024 12:55,5002,Mobile Wallet,Click-and-Collect,,,90976
1,29/01/2024 19:19,5001,Card,Click-and-Collect,3003,,90751
4,14/02/2024 20:47,5010,Voucher,In-Store,3002,,90827
4,03/03/2024 19:55,5004,Voucher,Click-and-Collect,,,90643
5,16/02/2024 04:16,5001,Voucher,Click-and-Collect,3005,,90512
3,18/02/2024 05:49,5008,Voucher,In-Store,,,90916
5,28/01/2024 15:52,5010,Voucher,In-Store,3003,,90880
1,22/03/2024 18:38,5009,Mobile Wallet,Click-and-Collect,,,90393
5,23/03/2024 14:04,5006,Voucher,In-Store,,,90823
3,19/02/2024 20:05,5001,Voucher,In-Store,3005,,90938
4,09/02/2024 22:45,5002,Voucher,In-Store,,,90382
1,03/03/2024 06:05,5004,Voucher,Click-and-Collect,,,90071
4,12/03/2024 22:32,5001,Cash,In-Store,3003,,90089
2,09/03/2024 13:25,5010,Voucher,Click-and-Collect,,,90578
4,10/02/2024 17:07,5007,Voucher,In-Store,3001,,90378
5,27/01/2024 19:02,5009,Cash,In-Store,3004,,90779
4,30/01/2024 20:19,5007,Mobile Wallet,Click-and-Collect,,,90239
1,14/03/2024 03:13,5006,Voucher,In-Store,3001,,90002
4,29/01/2024 09:17,5009,Voucher,Click-and-Collect,3001,,90211
5,22/01/2024 03:58,5006,Card,Click-and-Collect,,,90729
4,19/02/2024 14:11,5010,Mobile Wallet,In-Store,3005,,90423
2,15/01/2024 09:01,5009,Card,In-Store,3005,,90098
2,06/01/2024 19:34,5003,Card,Click-and-Collect,3005,,90607
2,26/02/2024 04:55,5005,Cash,In-Store,3003,,90299
4,19/03/2024 23:22,5007,Cash,In-Store,3003,,90326
5,24/01/2024 13:47,5010,Mobile Wallet,In-Store,3001,,90799
4,24/02/2024 12:44,5010,Mobile Wallet,Click-and-Collect,3002,,90478
2,06/01/2024 16:14,5002,Card,In-Store,,,90463
3,29/03/2024 22:47,5010,Cash,In-Store,3005,,90162
2,08/01/2024 22:07,5003,Card,In-Store,,,90856
1,22/03/2024 15:05,5002,Card,In-Store,,,90406
2,24/03/2024 10:39,5009,Cash,Click-and-Collect,3001,,90032
5,27/02/2024 13:51,5007,Mobile Wallet,Click-and-Collect,3003,,90474
1,20/01/2024 09:51,5010,Cash,Click-and-Collect,3003,,90134
3,08/02/2024 12:14,5010,Card,Click-and-Collect,,,90601
2,10/01/2024 13:55,5004,Cash,In-Store,,,90925
5,20/03/2024 12:35,5007,Cash,Click-and-Collect,,,90126
2,18/03/2024 15:19,5007,Voucher,Click-and-Collect,,,90509
2,04/03/2024 09:47,5003,Cash,In-Store,,,90220
1,11/03/2024 02:28,5002,Mobile Wallet,In-Store,3001,,90036
4,20/03/2024 07:45,5006,Cash,In-Store,,,90904
4,04/03/2024 05:13,5009,Cash,In-Store,,,90141
3,13/02/2024 05:53,5002,Card,Click-and-Collect,3005,,90814
3,05/03/2024 16:19,5010,Cash,In-Store,3001,,90558
3,28/01/2024 22:27,5005,Card,In-Store,3004,,90277
4,03/02/2024 11:57,5010,Mobile Wallet,Click-and-Collect,3002,,90918
5,09/03/2024 22:14,5009,Voucher,Click-and-Collect,,,90367
1,18/02/2024 16:24,5004,Card,In-Store,3003,,90673
1,30/03/2024 18:28,5002,Card,Click-and-Collect,,,90590
4,25/02/2024 01:43,5001,Mobile Wallet,Click-and-Collect,,,90243
5,14/03/2024 10:27,5002,Cash,Click-and-Collect,3004,,90029
3,17/01/2024 20:37,5007,Voucher,Click-and-Collect,,,90972
4,16/02/2024 04:55,5007,Voucher,Click-and-Collect,,,90039
4,05/03/2024 21:42,5005,Mobile Wallet,Click-and-Collect,3005,,90540
2,17/02/2024 02:28,5008,Cash,In-Store,3003,,90349
4,20/01/2024 20:47,5004,Mobile Wallet,Click-and-Collect,3003,,90023
4,18/03/2024 17:53,5002,Mobile Wallet,In-Store,,,90383
5,26/03/2024 08:36,5005,Voucher,Click-and-Collect,,,90331
3,04/01/2024 05:45,5010,Voucher,In-Store,3003,,90665
3,26/03/2024 16:51,5004,Mobile Wallet,Click-and-Collect,,,90682
3,27/03/2024 01:05,5006,Cash,In-Store,3002,,90182
2,07/03/2024 04:41,5001,Card,In-Store,3001,,90034
1,29/02/2024 21:01,5005,Voucher,In-Store,3002,,90107
1,04/03/2024 19:50,5004,Mobile Wallet,In-Store,,,90356
2,28/02/2024 04:58,5007,Card,In-Store,3002,,90458
5,01/01/2024 01:36,5008,Mobile Wallet,Click-and-Collect,3002,,90263
3,30/01/2024 16:16,5006,Mobile Wallet,Click-and-Collect,3003,,90449
3,13/03/2024 15:23,5008,Card,In-Store,3005,,90903
3,20/02/2024 22:05,5008,Card,In-Store,3001,,90808
1,23/01/2024 21:07,5009,Voucher,In-Store,,,90302
5,20/01/2024 18:22,5004,Cash,Click-and-Collect,,,90351
2,10/01/2024 07:07,5010,Voucher,In-Store,,,90965
4,19/02/2024 12:59,5007,Mobile Wallet,Click-and-Collect,,,90442
1,25/02/2024 08:31,5009,Mobile Wallet,In-Store,3001,,90055
1,06/03/2024 00:28,5004,Voucher,In-Store,3005,,90714
2,09/02/2024 09:54,5001,Cash,In-Store,,,90099
5,13/03/2024 16:27,5005,Voucher,Click-and-Collect,3005,,90056
4,12/03/2024 19:37,5007,Card,In-Store,,,90492
3,18/03/2024 04:05,5010,Voucher,In-Store,3004,,90084
3,06/03/2024 09:19,5004,Card,In-Store,,,90501
3,10/03/2024 07:57,5001,Cash,In-Store,3001,,90380
2,08/03/2024 22:11,5004,Voucher,Click-and-Collect,3005,,90270
3,28/03/2024 12:20,5007,Cash,Click-and-Collect,3001,,90064
2,22/03/2024 07:13,5002,Cash,Click-and-Collect,3003,,90424
1,17/02/2024 21:08,5007,Voucher,Click-and-Collect,3005,,90429
2,18/03/2024 08:04,5009,Card,In-Store,3001,,90307
2,03/02/2024 16:36,5006,Voucher,In-Store,,,90585
4,08/01/2024 02:32,5005,Card,Click-and-Collect,3003,,90972
3,17/02/2024 15:25,5003,Card,Click-and-Collect,,,90434
1,10/03/2024 01:19,5002,Cash,Click-and-Collect,,,90265
3,01/01/2024 00:46,5004,Mobile Wallet,Click-and-Collect,,,90334
5,12/03/2024 13:17,5008,Cash,In-Store,,,90602
2,24/01/2024 20:38,5008,Cash,Click-and-Collect,3001,,90581
3,22/02/2024 05:56,5004,Cash,Click-and-Collect,3005,,90889
1,12/03/2024 23:47,5006,Mobile Wallet,In-Store,,,90671
1,07/03/2024 03:06,5003,Cash,Click-and-Collect,3001,,90148
5,09/03/2024 08:09,5009,Mobile Wallet,In-Store,3005,,90051
3,11/01/2024 03:05,5002,Voucher,Click-and-Collect,3004,,90346
1,29/02/2024 11:47,5001,Mobile Wallet,In-Store,3002,,90996
4,21/01/2024 17:51,5009,Voucher,In-Store,,,90276
4,25/01/2024 10:33,5005,Card,In-Store,3002,,90453
2,05/03/2024 02:02,5002,Mobile Wallet,Click-and-Collect,,,90528
5,01/02/2024 07:24,5001,Card,Click-and-Collect,3004,,90800
4,24/01/2024 14:32,5010,Card,In-Store,3001,,90256
3,25/03/2024 12:52,5004,Cash,In-Store,3003,,90281
4,03/01/2024 01:25,5005,Mobile Wallet,In-Store,3004,,90248
4,01/02/2024 04:27,5009,Card,In-Store,,,90601
3,01/01/2024 02:01,5009,Mobile Wallet,In-Store,3004,,90292
3,23/03/2024 13:50,5004,Mobile Wallet,In-Store,3004,,90663
4,05/01/2024 13:34,5001,Voucher,Click-and-Collect,,,90021
4,11/01/2024 21:24,5007,Cash,In-Store,3002,,90616
4,23/02/2024 22:36,5002,Card,In-Store,3005,,90434
3,29/01/2024 20:34,5005,Card,Click-and-Collect,3002,,90224
2,15/01/2024 06:33,5002,Card,Click-and-Collect,,,90105
4,10/03/2024 18:43,5006,Card,Click-and-Collect,,,90701
3,01/02/2024 13:30,5003,Card,In-Store,,,90883
3,19/02/2024 05:06,5005,Mobile Wallet,Click-and-Collect,3004,,90154
4,17/03/2024 03:24,5002,Card,Click-and-Collect,3001,,90698
3,22/01/2024 06:12,5008,Card,In-Store,,,90929
1,15/01/2024 05:25,5001,Cash,In-Store,3002,,90726
3,05/03/2024 07:51,5001,Voucher,In-Store,,,90654
2,21/01/2024 17:27,5002,Mobile Wallet,In-Store,3003,,90308
1,26/01/2024 15:50,5008,Card,In-Store,3003,,90100
1,30/03/2024 08:23,5002,Card,Click-and-Collect,3005,,90671
3,10/03/2024 02:54,5004,Voucher,Click-and-Collect,3003,,90808
3,14/01/2024 03:27,5006,Cash,In-Store,3004,,90872
2,10/03/2024 10:58,5008,Cash,Click-and-Collect,3002,,90911
1,31/01/2024 07:39,5005,Voucher,In-Store,,,90306
2,23/01/2024 18:38,5004,Card,Click-and-Collect,,,90206
2,13/03/2024 01:55,5010,Mobile Wallet,In-Store,,,90324
2,27/03/2024 02:40,5006,Mobile Wallet,In-Store,3004,,90647
3,10/03/2024 13:31,5007,Mobile Wallet,Click-and-Collect,3005,,90281
4,14/01/2024 02:22,5006,Voucher,In-Store,3001,,90805
3,07/01/2024 08:55,5005,Cash,Click-and-Collect,,,90414
1,14/03/2024 09:13,5004,Voucher,In-Store,3001,,90205
4,11/03/2024 22:12,5006,Mobile Wallet,Click-and-Collect,3002,,90196
4,22/02/2024 17:01,5004,Voucher,In-Store,,,90711
2,07/01/2024 13:02,5009,Cash,In-Store,3001,,90516
4,28/03/2024 20:57,5005,Cash,Click-and-Collect,3005,,90972
3,02/02/2024 15:26,5006,Mobile Wallet,Click-and-Collect,3003,,90910
4,04/02/2024 10:38,5005,Voucher,Click-and-Collect,3004,,90769
4,14/02/2024 11:18,5010,Card,Click-and-Collect,3005,,90234
5,11/01/2024 17:13,5001,Card,In-Store,,,90517
3,28/01/2024 07:35,5010,Voucher,In-Store,,,90898
2,18/02/2024 23:34,5008,Card,In-Store,3003,,90050
5,02/02/2024 03:29,5008,Cash,Click-and-Collect,3005,,90707
4,18/01/2024 14:12,5007,Voucher,Click-and-Collect,3003,,90259
2,11/03/2024 21:19,5005,Mobile Wallet,In-Store,,,90431
2,14/02/2024 18:59,5003,Mobile Wallet,Click-and-Collect,,,90621
5,02/03/2024 18:42,5004,Voucher,Click-and-Collect,3005,,90737
5,17/03/2024 03:05,5009,Mobile Wallet,Click-and-Collect,3004,,90204
5,27/03/2024 23:36,5004,Card,Click-and-Collect,3001,,90721
1,27/01/2024 20:38,5009,Card,In-Store,3001,,90705
1,19/01/2024 07:58,5003,Mobile Wallet,Click-and-Collect,3001,,90688
5,05/02/2024 04:01,5008,Card,Click-and-Collect,3004,,90973
4,17/01/2024 07:38,5008,Voucher,In-Store,,,90660
5,30/03/2024 22:15,5009,Mobile Wallet,Click-and-Collect,3005,,90476
1,24/01/2024 17:46,5006,Card,Click-and-Collect,3004,,90369
1,08/03/2024 00:36,5006,Voucher,In-Store,3003,,90872
2,06/01/2024 09:13,5002,Mobile Wallet,In-Store,3002,,90337
4,01/01/2024 23:29,5005,Voucher,Click-and-Collect,3002,,90382
1,17/03/2024 00:08,5002,Mobile Wallet,In-Store,3003,,90986
3,07/01/2024 00:38,5004,Mobile Wallet,Click-and-Collect,,,90665
3,10/03/2024 11:27,5003,Card,Click-and-Collect,,,90107
4,09/03/2024 00:38,5008,Card,In-Store,3003,,90626
2,11/01/2024 13:40,5008,Voucher,Click-and-Collect,3001,,90943
3,05/03/2024 06:20,5007,Voucher,Click-and-Collect,3005,,90065
3,30/03/2024 12:04,5009,Voucher,In-Store,3001,,90532
2,23/01/2024 09:46,5003,Voucher,Click-and-Collect,3004,,90355
3,23/02/2024 08:58,5008,Mobile Wallet,In-Store,3003,,90659
5,22/01/2024 17:26,5006,Mobile Wallet,In-Store,3004,,90891
5,01/03/2024 18:11,5006,Card,In-Store,3005,,90339
5,01/03/2024 17:21,5003,Card,In-Store,3001,,90659
1,04/03/2024 04:30,5009,Card,Click-and-Collect,,,90455
3,07/02/2024 01:16,5010,Voucher,Click-and-Collect,3001,,90324
4,16/03/2024 11:27,5006,Cash,In-Store,3005,,90414
5,20/01/2024 09:02,5008,Mobile Wallet,Click-and-Collect,3003,,90811
1,16/02/2024 12:09,5003,Mobile Wallet,In-Store,,,90974
1,26/03/2024 02:06,5008,Voucher,In-Store,3003,,90340
4,21/03/2024 16:50,5002,Mobile Wallet,In-Store,3005,,90117
3,10/02/2024 15:20,5009,Card,Click-and-Collect,,,90561
1,11/03/2024 18:29,5007,Voucher,Click-and-Collect,,,90505
4,15/01/2024 02:55,5010,Mobile Wallet,In-Store,,,90124
5,20/01/2024 17:15,5005,Cash,In-Store,3003,,90111
4,26/01/2024 06:10,5001,Voucher,Click-and-Collect,3002,,90469
5,06/01/2024 05:43,5004,Mobile Wallet,In-Store,,,90754
5,07/01/2024 13:33,5006,Cash,Click-and-Collect,,,90800
4,18/03/2024 09:40,5004,Mobile Wallet,Click-and-Collect,3005,,90107
5,02/02/2024 14:58,5008,Cash,In-Store,3003,,90624
1,28/03/2024 19:08,5002,Cash,In-Store,3001,,90464
5,20/03/2024 01:25,5007,Card,Click-and-Collect,3004,,90882
1,01/03/2024 20:07,5009,Card,In-Store,3002,,90944
1,10/03/2024 03:13,5006,Voucher,Click-and-Collect,3005,,90556
3,12/01/2024 23:54,5006,Card,Click-and-Collect,3001,,90492
3,29/01/2024 00:37,5009,Card,In-Store,3004,,90828
4,29/02/2024 01:07,5010,Voucher,Click-and-Collect,3002,,90687
5,14/03/2024 13:41,5003,Cash,In-Store,,,90700
5,15/03/2024 17:12,5010,Cash,In-Store,3001,,90772
2,15/01/2024 01:05,5005,Card,Click-and-Collect,3004,,90631
5,15/02/2024 07:53,5001,Mobile Wallet,In-Store,3005,,90524
4,11/02/2024 21:49,5002,Cash,Click-and-Collect,,,90397
1,02/01/2024 02:41,5004,Cash,Click-and-Collect,3003,,90762
2,19/03/2024 22:51,5010,Voucher,In-Store,3005,,90934
5,14/02/2024 11:20,5003,Card,In-Store,3005,,90302
5,08/03/2024 05:28,5001,Voucher,Click-and-Collect,,,90986
3,31/01/2024 22:28,5001,Mobile Wallet,In-Store,3003,,90570
5,08/03/2024 01:22,5005,Cash,Click-and-Collect,3003,,90339
3,28/01/2024 18:37,5002,Cash,In-Store,,,90053
1,22/03/2024 13:46,5002,Voucher,Click-and-Collect,,,90803
2,15/01/2024 03:54,5004,Mobile Wallet,Click-and-Collect,3003,,90070
4,18/01/2024 23:24,5004,Cash,Click-and-Collect,,,90358
1,21/01/2024 09:21,5006,Card,In-Store,3001,,90301
5,01/02/2024 19:09,5003,Mobile Wallet,Click-and-Collect,,,90685
2,23/01/2024 03:12,5010,Mobile Wallet,In-Store,3005,,90699
4,08/01/2024 01:13,5008,Card,Click-and-Collect,3003,,90263
5,05/02/2024 09:29,5002,Cash,Click-and-Collect,3004,,90823
3,04/03/2024 15:59,5003,Cash,Click-and-Collect,,,90329
1,24/02/2024 17:18,5004,Card,Click-and-Collect,,,90547
1,14/01/2024 03:22,5004,Cash,In-Store,3001,,90856
4,28/01/2024 05:11,5003,Mobile Wallet,In-Store,,,90765
3,05/03/2024 11:32,5007,Voucher,In-Store,3003,,90090
4,22/02/2024 01:23,5008,Card,Click-and-Collect,,,90073
1,08/03/2024 15:19,5008,Voucher,Click-and-Collect,,,90462
5,16/03/2024 22:13,5006,Voucher,In-Store,3005,,90690
5,28/02/2024 19:26,5006,Cash,In-Store,,,90047
1,09/02/2024 06:36,5007,Cash,Click-and-Collect,,,90806
4,24/03/2024 11:48,5002,Voucher,In-Store,3004,,90391
2,13/03/2024 18:15,5001,Mobile Wallet,Click-and-Collect,3003,,90765
5,06/02/2024 22:24,5004,Cash,In-Store,3003,,90694
5,13/01/2024 13:55,5002,Mobile Wallet,In-Store,,,90896
4,29/02/2024 12:37,5003,Card,Click-and-Collect,3004,,90611
1,20/02/2024 10:48,5006,Card,Click-and-Collect,3001,,90423
4,18/03/2024 14:21,5009,Voucher,Click-and-Collect,3002,,90855
1,18/03/2024 11:44,5008,Mobile Wallet,Click-and-Collect,,,90473
4,08/03/2024 23:05,5002,Card,In-Store,3005,,90101
1,02/01/2024 14:51,5006,Cash,Click-and-Collect,,,90688
4,26/03/2024 00:13,5001,Mobile Wallet,In-Store,3005,,90326
3,05/02/2024 05:51,5009,Card,In-Store,,,90157
3,27/01/2024 23:49,5008,Mobile Wallet,Click-and-Collect,3005,,90005
1,09/02/2024 13:39,5009,Voucher,Click-and-Collect,3005,,90861
3,21/02/2024 23:11,5002,Mobile Wallet,In-Store,,,90474
1,18/02/2024 04:31,5010,Cash,In-Store,3004,,90112
2,27/01/2024 03:29,5004,Card,Click-and-Collect,,,90202
5,08/02/2024 01:53,5005,Mobile Wallet,In-Store,,,90647
2,23/03/2024 01:21,5003,Card,In-Store,,,90565
5,31/01/2024 18:09,5001,Card,In-Store,3005,,90402
1,30/03/2024 21:16,5001,Card,In-Store,3002,,90373
3,01/02/2024 07:11,5004,Card,Click-and-Collect,,,90144
1,14/03/2024 06:17,5006,Mobile Wallet,In-Store,3003,,90962
4,14/01/2024 19:08,5003,Mobile Wallet,In-Store,3001,,90065
1,15/03/2024 23:13,5010,Voucher,In-Store,,,90930
1,02/02/2024 13:55,5006,Voucher,In-Store,3001,,90041
3,09/03/2024 20:16,5001,Voucher,Click-and-Collect,,,90593
2,25/03/2024 04:42,5006,Voucher,In-Store,,,90602
1,27/02/2024 04:19,5002,Cash,Click-and-Collect,3002,,90529
