online_order_id,online_customer_id,order_datetime,order_status,sales_channel,fulfilment_type,store_id,delivery_fee,discount_amount,payment_type,product_id,time_range
80500,10339,2024-03-14 14:26:00,Cancelled,Web,Delivery,4,2.89,0.72,Card,942,12:00-18:00
80501,10454,2024-03-07 08:51:00,Placed,Web,Pickup,2,0.0,0.05,Mobile Wallet,192,06:00-12:00
80502,10123,2024-03-03 20:48:00,Completed,Mobile App,Pickup,1,0.0,1.07,PayPal,10,18:00-24:00
80503,10495,2024-03-02 16:27:00,Completed,Web,Delivery,3,2.01,1.44,PayPal,669,12:00-18:00
80504,10061,2024-03-30 18:10:00,Cancelled,Web,Delivery,5,3.22,0.47,Card,861,18:00-24:00
80505,10019,2024-03-23 06:00:00,Placed,Mobile App,Delivery,5,3.72,1.24,Card,815,06:00-12:00
80506,10360,2024-03-01 15:41:00,Preparing,Web,Delivery,3,3.71,1.64,Card,296,12:00-18:00
80507,10234,2024-03-27 21:34:00,Placed,Web,Delivery,1,1.34,1.19,Mobile Wallet,116,18:00-24:00
80508,10113,2024-03-10 05:20:00,Cancelled,Mobile App,Delivery,2,3.43,1.96,Mobile Wallet,775,00:00-06:00
80509,10206,2024-03-27 05:06:00,Preparing,Mobile App,Pickup,3,0.0,1.67,Card,436,00:00-06:00
80510,10392,2024-03-27 23:48:00,Preparing,Mobile App,Delivery,2,1.19,0.55,PayPal,34,18:00-24:00
80511,10087,2024-03-20 23:08:00,Preparing,Web,Pickup,2,0.0,0.27,Mobile Wallet,121,18:00-24:00
80512,10314,2024-03-01 17:04:00,Cancelled,Web,Pickup,2,0.0,0.01,Card,439,12:00-18:00
80513,10475,2024-03-30 15:53:00,Completed,Mobile App,Delivery,1,3.08,1.58,PayPal,61,12:00-18:00
80514,10355,2024-03-10 09:10:00,Preparing,Mobile App,Delivery,1,2.57,0.82,Card,300,06:00-12:00
80515,10313,2024-03-28 03:17:00,Preparing,Mobile App,Delivery,2,2.84,0.18,PayPal,769,00:00-06:00
80516,10179,2024-03-26 09:10:00,Preparing,Web,Pickup,4,0.0,0.24,Mobile Wallet,887,06:00-12:00
80517,10049,2024-03-22 03:02:00,Preparing,Mobile App,Pickup,5,0.0,0.11,Card,864,00:00-06:00
80518,10408,2024-03-22 14:11:00,Cancelled,Web,Delivery,1,1.48,1.85,Card,463,12:00-18:00
80519,10331,2024-03-10 12:55:00,Cancelled,Mobile App,Pickup,4,0.0,0.67,PayPal,768,12:00-18:00
80520,10023,2024-03-03 09:17:00,Preparing,Web,Delivery,4,3.36,0.97,Card,500,06:00-12:00
80521,10037,2024-03-21 05:51:00,Completed,Mobile App,Delivery,5,1.6,1.35,PayPal,681,00:00-06:00
80522,10118,2024-03-15 20:13:00,Preparing,Web,Delivery,2,1.71,0.83,Card,440,18:00-24:00
80523,10193,2024-03-04 08:18:00,Cancelled,Mobile App,Delivery,4,1.16,0.87,Card,561,06:00-12:00
80524,10476,2024-03-18 15:04:00,Completed,Web,Pickup,4,0.0,0.92,Card,699,12:00-18:00
80525,10324,2024-03-10 04:52:00,Completed,Web,Pickup,4,0.0,0.06,Mobile Wallet,952,00:00-06:00
80526,10031,2024-03-06 01:21:00,Cancelled,Mobile App,Pickup,2,0.0,0.84,PayPal,706,00:00-06:00
80527,10113,2024-03-30 00:51:00,Preparing,Web,Pickup,2,0.0,0.17,Mobile Wallet,956,00:00-06:00
80528,10251,2024-03-27 22:09:00,Cancelled,Mobile App,Delivery,1,1.84,1.46,Mobile Wallet,381,18:00-24:00
80529,10447,2024-03-12 06:41:00,Completed,Mobile App,Delivery,1,2.74,1.78,Mobile Wallet,672,06:00-12:00
80530,10485,2024-03-27 02:38:00,Placed,Mobile App,Delivery,4,3.94,0.08,PayPal,80,00:00-06:00
80531,10376,2024-03-20 08:58:00,Cancelled,Mobile App,Delivery,2,3.43,1.39,Card,713,06:00-12:00
80532,10232,2024-03-04 18:45:00,Placed,Mobile App,Pickup,2,0.0,1.9,Card,73,18:00-24:00
80533,10184,2024-03-30 11:23:00,Placed,Web,Pickup,5,0.0,0.96,PayPal,377,06:00-12:00
80534,10083,2024-03-21 16:48:00,Cancelled,Web,Pickup,4,0.0,1.75,PayPal,544,12:00-18:00
80535,10095,2024-03-29 19:50:00,Placed,Web,Pickup,1,0.0,0.77,Mobile Wallet,740,18:00-24:00
80536,10171,2024-03-14 11:57:00,Cancelled,Mobile App,Delivery,5,3.09,1.23,Mobile Wallet,704,06:00-12:00
80537,10407,2024-03-04 16:25:00,Completed,Web,Delivery,2,2.54,1.82,PayPal,771,12:00-18:00
80538,10455,2024-03-06 01:12:00,Cancelled,Mobile App,Delivery,1,2.4,0.08,PayPal,440,00:00-06:00
80539,10090,2024-03-26 12:29:00,Preparing,Web,Delivery,4,3.94,0.48,Card,87,12:00-18:00
80540,10333,2024-03-11 06:14:00,Completed,Mobile App,Pickup,2,0.0,1.8,Mobile Wallet,868,06:00-12:00
80541,10349,2024-03-03 11:29:00,Placed,Mobile App,Pickup,4,0.0,0.69,PayPal,662,06:00-12:00
80542,10257,2024-03-22 09:32:00,Completed,Mobile App,Delivery,5,2.86,1.6,Mobile Wallet,116,06:00-12:00
80543,10415,2024-03-09 13:43:00,Cancelled,Web,Delivery,5,1.24,1.8,PayPal,13,12:00-18:00
80544,10491,2024-03-05 23:27:00,Preparing,Mobile App,Delivery,5,1.34,0.3,Card,860,18:00-24:00
80545,10448,2024-03-24 16:43:00,Placed,Mobile App,Delivery,3,2.25,1.36,Card,789,12:00-18:00
80546,10243,2024-03-21 04:48:00,Placed,Mobile App,Pickup,4,0.0,0.38,Card,221,00:00-06:00
80547,10447,2024-03-24 15:33:00,Completed,Mobile App,Delivery,5,2.74,1.31,PayPal,644,12:00-18:00
80548,10249,2024-03-14 20:08:00,Preparing,Mobile App,Pickup,5,0.0,0.34,PayPal,550,18:00-24:00
80549,10117,2024-03-14 02:43:00,Placed,Web,Pickup,4,0.0,0.71,PayPal,944,00:00-06:00
80550,10490,2024-03-29 03:42:00,Preparing,Mobile App,Delivery,5,1.55,0.35,Mobile Wallet,401,00:00-06:00
80551,10355,2024-03-08 08:07:00,Preparing,Web,Delivery,4,1.12,0.63,Card,251,06:00-12:00
80552,10226,2024-03-09 09:31:00,Preparing,Web,Pickup,2,0.0,1.33,PayPal,624,06:00-12:00
80553,10076,2024-03-25 13:40:00,Preparing,Mobile App,Pickup,4,0.0,0.24,Card,725,12:00-18:00
80554,10208,2024-03-21 20:18:00,Completed,Web,Pickup,4,0.0,0.01,Mobile Wallet,356,18:00-24:00
80555,10280,2024-03-22 13:38:00,Completed,Web,Pickup,3,0.0,1.6,Mobile Wallet,908,12:00-18:00
80556,10465,2024-03-06 02:40:00,Cancelled,Web,Pickup,2,0.0,0.28,Mobile Wallet,440,00:00-06:00
80557,10060,2024-03-19 06:41:00,Preparing,Mobile App,Pickup,3,0.0,0.71,PayPal,79,06:00-12:00
80558,10029,2024-03-27 13:15:00,Preparing,Mobile App,Delivery,5,1.59,0.17,PayPal,880,12:00-18:00
80559,10347,2024-03-24 07:00:00,Cancelled,Web,Delivery,4,2.47,1.21,Mobile Wallet,588,06:00-12:00
80560,10484,2024-03-17 10:22:00,Cancelled,Web,Delivery,2,3.15,0.86,PayPal,884,06:00-12:00
80561,10191,2024-03-13 22:54:00,Completed,Mobile App,Delivery,3,1.92,0.89,Mobile Wallet,943,18:00-24:00
80562,10045,2024-03-21 05:12:00,Cancelled,Mobile App,Delivery,4,1.87,1.61,PayPal,936,00:00-06:00
80563,10374,2024-03-27 17:21:00,Placed,Web,Pickup,1,0.0,0.42,PayPal,738,12:00-18:00
80564,10445,2024-03-27 21:10:00,Cancelled,Web,Pickup,3,0.0,0.01,Mobile Wallet,123,18:00-24:00
80565,10469,2024-03-08 23:01:00,Cancelled,Web,Pickup,2,0.0,0.4,PayPal,899,18:00-24:00
80566,10149,2024-03-14 17:51:00,Completed,Mobile App,Pickup,3,0.0,1.12,PayPal,567,12:00-18:00
80567,10115,2024-03-01 02:40:00,Preparing,Mobile App,Delivery,3,1.9,1.28,Mobile Wallet,804,00:00-06:00
80568,10242,2024-03-30 18:08:00,Completed,Mobile App,Delivery,3,1.54,1.81,Mobile Wallet,606,18:00-24:00
80569,10126,2024-03-06 10:22:00,Completed,Mobile App,Delivery,5,3.98,0.13,Mobile Wallet,816,06:00-12:00
80570,10186,2024-03-12 17:42:00,Cancelled,Web,Pickup,1,0.0,0.75,Mobile Wallet,555,12:00-18:00
80571,10295,2024-03-12 19:29:00,Preparing,Web,Delivery,2,1.44,0.92,Mobile Wallet,778,18:00-24:00
80572,10070,2024-03-03 09:46:00,Completed,Mobile App,Pickup,2,0.0,0.84,PayPal,543,06:00-12:00
80573,10025,2024-03-25 02:28:00,Placed,Web,Pickup,2,0.0,1.53,Card,287,00:00-06:00
80574,10392,2024-03-28 06:00:00,Preparing,Mobile App,Delivery,4,3.62,1.65,Mobile Wallet,718,06:00-12:00
80575,10410,2024-03-17 11:58:00,Placed,Mobile App,Pickup,2,0.0,1.65,Card,518,06:00-12:00
80576,10071,2024-03-23 01:38:00,Cancelled,Mobile App,Pickup,2,0.0,1.84,Card,582,00:00-06:00
80577,10053,2024-03-08 00:48:00,Preparing,Web,Delivery,1,3.39,1.12,Mobile Wallet,268,00:00-06:00
80578,10426,2024-03-19 23:51:00,Cancelled,Web,Delivery,4,1.35,0.26,Card,464,18:00-24:00
80579,10246,2024-03-17 12:01:00,Preparing,Mobile App,Pickup,4,0.0,1.78,Mobile Wallet,789,12:00-18:00
80580,10268,2024-03-14 20:47:00,Placed,Web,Pickup,3,0.0,0.44,Mobile Wallet,322,18:00-24:00
80581,10073,2024-03-14 23:47:00,Preparing,Web,Delivery,5,1.39,0.16,Mobile Wallet,316,18:00-24:00
80582,10391,2024-03-04 12:54:00,Placed,Mobile App,Delivery,4,3.27,0.09,Card,827,12:00-18:00
80583,10017,2024-03-22 08:21:00,Placed,Mobile App,Delivery,4,1.13,0.6,Card,878,06:00-12:00
80584,10387,2024-03-06 15:12:00,Preparing,Web,Delivery,1,1.55,0.7,Card,526,12:00-18:00
80585,10075,2024-03-17 00:41:00,Preparing,Web,Pickup,2,0.0,1.01,Card,975,00:00-06:00
80586,10051,2024-03-25 01:37:00,Preparing,Web,Delivery,4,3.89,0.34,Mobile Wallet,105,00:00-06:00
80587,10003,2024-03-10 17:45:00,Cancelled,Mobile App,Delivery,4,3.09,0.37,Mobile Wallet,203,12:00-18:00
80588,10491,2024-03-09 05:32:00,Completed,Mobile App,Delivery,5,2.27,1.03,PayPal,266,00:00-06:00
80589,10058,2024-03-22 04:53:00,Placed,Web,Pickup,1,0.0,0.99,PayPal,662,00:00-06:00
80590,10361,2024-03-04 17:50:00,Completed,Mobile App,Pickup,5,0.0,0.23,PayPal,44,12:00-18:00
80591,10234,2024-03-11 06:42:00,Cancelled,Mobile App,Pickup,4,0.0,1.97,PayPal,31,06:00-12:00
80592,10097,2024-03-22 15:33:00,Completed,Web,Delivery,4,1.04,1.35,Mobile Wallet,931,12:00-18:00
80593,10054,2024-03-24 18:53:00,Placed,Web,Pickup,1,0.0,0.29,PayPal,629,18:00-24:00
80594,10356,2024-03-08 16:17:00,Placed,Mobile App,Delivery,3,3.93,0.68,Mobile Wallet,564,12:00-18:00
80595,10433,2024-03-11 14:21:00,Cancelled,Mobile App,Pickup,3,0.0,0.56,Mobile Wallet,430,12:00-18:00
80596,10393,2024-03-17 04:57:00,Cancelled,Mobile App,Pickup,4,0.0,1.98,Mobile Wallet,20,00:00-06:00
80597,10143,2024-03-21 16:34:00,Placed,Web,Delivery,4,1.75,0.99,Mobile Wallet,801,12:00-18:00
80598,10483,2024-03-02 08:27:00,Placed,Web,Delivery,5,3.49,1.0,Card,185,06:00-12:00
80599,10498,2024-03-18 09:56:00,Completed,Web,Delivery,5,1.91,1.25,Card,831,06:00-12:00
80600,10339,2024-03-10 04:33:00,Completed,Mobile App,Pickup,5,0.0,0.98,PayPal,786,00:00-06:00
80601,10278,2024-03-02 10:30:00,Cancelled,Web,Pickup,2,0.0,0.77,PayPal,247,06:00-12:00
80602,10437,2024-03-21 22:04:00,Placed,Web,Pickup,4,0.0,0.35,Mobile Wallet,867,18:00-24:00
80603,10441,2024-03-23 08:49:00,Cancelled,Web,Pickup,2,0.0,0.62,PayPal,607,06:00-12:00
80604,10250,2024-03-26 21:20:00,Cancelled,Mobile App,Delivery,3,2.43,1.71,Mobile Wallet,721,18:00-24:00
80605,10029,2024-03-23 12:20:00,Cancelled,Mobile App,Pickup,4,0.0,1.53,PayPal,193,12:00-18:00
80606,10165,2024-03-02 06:44:00,Placed,Web,Delivery,4,3.51,0.7,Mobile Wallet,93,06:00-12:00
80607,10299,2024-03-29 10:50:00,Completed,Mobile App,Delivery,1,1.29,0.69,PayPal,490,06:00-12:00
80608,10211,2024-03-12 02:45:00,Preparing,Web,Pickup,4,0.0,1.3,Mobile Wallet,735,00:00-06:00
80609,10044,2024-03-14 21:02:00,Placed,Mobile App,Delivery,3,1.51,1.08,Card,152,18:00-24:00
80610,10236,2024-03-13 03:13:00,Placed,Mobile App,Pickup,4,0.0,1.18,PayPal,722,00:00-06:00
80611,10194,2024-03-27 01:21:00,Placed,Mobile App,Pickup,2,0.0,0.2,Mobile Wallet,140,00:00-06:00
80612,10106,2024-03-23 21:09:00,Completed,Web,Pickup,4,0.0,1.23,PayPal,325,18:00-24:00
80613,10497,2024-03-23 14:48:00,Placed,Web,Pickup,2,0.0,0.57,Card,604,12:00-18:00
80614,10153,2024-03-29 10:11:00,Placed,Web,Pickup,5,0.0,1.18,PayPal,747,06:00-12:00
80615,10035,2024-03-10 13:05:00,Completed,Web,Pickup,5,0.0,1.3,PayPal,187,12:00-18:00
80616,10259,2024-03-25 13:46:00,Completed,Web,Pickup,1,0.0,0.83,PayPal,960,12:00-18:00
80617,10320,2024-03-01 20:19:00,Preparing,Mobile App,Pickup,4,0.0,0.43,Mobile Wallet,328,18:00-24:00
80618,10481,2024-03-30 00:47:00,Cancelled,Web,Pickup,5,0.0,1.04,PayPal,12,00:00-06:00
80619,10237,2024-03-11 22:33:00,Preparing,Mobile App,Delivery,5,3.53,0.82,Card,806,18:00-24:00
80620,10325,2024-03-19 18:29:00,Completed,Mobile App,Delivery,1,2.94,0.51,Mobile Wallet,751,18:00-24:00
80621,10121,2024-03-06 04:02:00,Preparing,Web,Pickup,1,0.0,0.06,PayPal,388,00:00-06:00
80622,10238,2024-03-20 04:57:00,Placed,Web,Pickup,4,0.0,0.32,Card,885,00:00-06:00
80623,10015,2024-03-30 23:26:00,Preparing,Web,Pickup,2,0.0,1.93,PayPal,21,18:00-24:00
80624,10401,2024-03-03 12:25:00,Placed,Mobile App,Delivery,4,2.8,1.73,PayPal,175,12:00-18:00
80625,10460,2024-03-19 01:30:00,Preparing,Web,Pickup,2,0.0,0.22,Mobile Wallet,920,00:00-06:00
80626,10257,2024-03-24 18:07:00,Completed,Mobile App,Delivery,1,3.65,0.48,Card,966,18:00-24:00
80627,10396,2024-03-27 14:14:00,Cancelled,Web,Pickup,3,0.0,1.87,Card,104,12:00-18:00
80628,10074,2024-03-08 23:18:00,Preparing,Mobile App,Delivery,4,2.32,0.51,Mobile Wallet,568,18:00-24:00
80629,10029,2024-03-06 03:23:00,Completed,Mobile App,Pickup,3,0.0,0.95,Card,51,00:00-06:00
80630,10494,2024-03-17 12:29:00,Cancelled,Mobile App,Pickup,2,0.0,1.64,Card,370,12:00-18:00
80631,10331,2024-03-03 11:43:00,Preparing,Mobile App,Delivery,4,2.66,0.62,Mobile Wallet,205,06:00-12:00
80632,10186,2024-03-25 08:15:00,Preparing,Mobile App,Delivery,3,2.17,1.82,PayPal,485,06:00-12:00
80633,10475,2024-03-05 02:34:00,Preparing,Mobile App,Pickup,3,0.0,0.42,Card,917,00:00-06:00
80634,10469,2024-03-30 07:53:00,Cancelled,Web,Pickup,4,0.0,0.55,Card,907,06:00-12:00
80635,10422,2024-03-19 19:03:00,Completed,Mobile App,Pickup,3,0.0,1.75,Card,451,18:00-24:00
80636,10423,2024-03-12 21:02:00,Placed,Mobile App,Delivery,4,2.26,1.46,Mobile Wallet,155,18:00-24:00
80637,10378,2024-03-02 05:52:00,Placed,Web,Pickup,3,0.0,1.26,Mobile Wallet,995,00:00-06:00
80638,10070,2024-03-19 05:37:00,Preparing,Mobile App,Delivery,1,1.94,0.16,Card,989,00:00-06:00
80639,10128,2024-03-28 00:49:00,Cancelled,Mobile App,Delivery,4,2.35,1.75,Card,81,00:00-06:00
80640,10134,2024-03-27 23:44:00,Completed,Mobile App,Delivery,1,1.6,0.83,Card,923,18:00-24:00
80641,10202,2024-03-01 22:38:00,Placed,Web,Pickup,5,0.0,1.81,PayPal,172,18:00-24:00
80642,10102,2024-03-03 06:22:00,Cancelled,Mobile App,Pickup,1,0.0,1.2,Card,81,06:00-12:00
80643,10046,2024-03-26 19:34:00,Placed,Web,Pickup,3,0.0,1.44,PayPal,328,18:00-24:00
80644,10396,2024-03-06 09:26:00,Preparing,Web,Pickup,2,0.0,0.38,PayPal,878,06:00-12:00
80645,10148,2024-03-06 22:12:00,Cancelled,Web,Pickup,1,0.0,1.2,PayPal,536,18:00-24:00
80646,10373,2024-03-20 00:55:00,Preparing,Mobile App,Delivery,1,3.38,0.06,PayPal,603,00:00-06:00
80647,10121,2024-03-17 19:44:00,Cancelled,Web,Pickup,1,0.0,0.02,Card,549,18:00-24:00
80648,10447,2024-03-10 15:47:00,Cancelled,Mobile App,Pickup,2,0.0,1.47,PayPal,498,12:00-18:00
80649,10038,2024-03-26 08:23:00,Placed,Web,Delivery,2,2.0,0.47,PayPal,634,06:00-12:00
80650,10311,2024-03-01 05:51:00,Completed,Mobile App,Delivery,1,1.91,0.79,PayPal,764,00:00-06:00
80651,10068,2024-03-27 10:02:00,Preparing,Mobile App,Delivery,5,1.51,0.99,PayPal,838,06:00-12:00
80652,10450,2024-03-05 01:55:00,Completed,Mobile App,Pickup,2,0.0,0.28,Card,890,00:00-06:00
80653,10161,2024-03-06 19:40:00,Cancelled,Mobile App,Delivery,2,3.24,1.85,PayPal,747,18:00-24:00
80654,10463,2024-03-24 12:40:00,Completed,Mobile App,Pickup,2,0.0,1.79,PayPal,217,12:00-18:00
80655,10378,2024-03-26 06:56:00,Cancelled,Web,Pickup,4,0.0,0.38,Card,811,06:00-12:00
80656,10118,2024-03-02 15:10:00,Cancelled,Mobile App,Delivery,1,1.49,0.93,Card,872,12:00-18:00
80657,10459,2024-03-21 02:15:00,Completed,Mobile App,Pickup,5,0.0,0.92,Card,34,00:00-06:00
80658,10434,2024-03-06 15:03:00,Completed,Web,Delivery,2,1.61,0.57,Card,378,12:00-18:00
80659,10384,2024-03-27 13:23:00,Placed,Web,Pickup,4,0.0,0.83,Card,382,12:00-18:00
80660,10127,2024-03-15 22:58:00,Placed,Mobile App,Pickup,3,0.0,1.36,Mobile Wallet,565,18:00-24:00
80661,10063,2024-03-27 20:48:00,Placed,Mobile App,Pickup,3,0.0,0.31,Card,29,18:00-24:00
80662,10236,2024-03-29 14:19:00,Completed,Web,Pickup,2,0.0,0.66,Card,231,12:00-18:00
80663,10336,2024-03-26 21:40:00,Preparing,Web,Pickup,5,0.0,1.73,Mobile Wallet,886,18:00-24:00
80664,10145,2024-03-04 05:14:00,Cancelled,Web,Pickup,5,0.0,0.8,Card,821,00:00-06:00
80665,10123,2024-03-01 22:24:00,Preparing,Web,Pickup,1,0.0,0.78,PayPal,917,18:00-24:00
80666,10146,2024-03-06 11:43:00,Completed,Mobile App,Delivery,2,3.4,1.47,PayPal,478,06:00-12:00
80667,10463,2024-03-17 08:10:00,Placed,Mobile App,Delivery,3,2.54,0.98,PayPal,8,06:00-12:00
80668,10244,2024-03-05 02:32:00,Cancelled,Mobile App,Pickup,1,0.0,1.23,PayPal,111,00:00-06:00
80669,10323,2024-03-02 20:10:00,Completed,Mobile App,Pickup,5,0.0,1.35,Mobile Wallet,284,18:00-24:00
80670,10352,2024-03-23 13:01:00,Placed,Mobile App,Delivery,1,2.4,0.16,PayPal,530,12:00-18:00
80671,10154,2024-03-06 19:34:00,Completed,Web,Delivery,3,2.57,0.59,Card,144,18:00-24:00
80672,10283,2024-03-03 01:15:00,Placed,Mobile App,Delivery,5,2.24,0.93,Mobile Wallet,429,00:00-06:00
80673,10292,2024-03-12 14:22:00,Placed,Web,Pickup,4,0.0,0.23,Mobile Wallet,586,12:00-18:00
80674,10237,2024-03-09 07:01:00,Cancelled,Web,Delivery,4,1.25,1.75,PayPal,804,06:00-12:00
80675,10161,2024-03-29 09:22:00,Completed,Mobile App,Pickup,2,0.0,1.93,Card,866,06:00-12:00
80676,10109,2024-03-04 13:26:00,Completed,Web,Delivery,1,2.3,0.04,PayPal,483,12:00-18:00
80677,10060,2024-03-08 19:34:00,Cancelled,Mobile App,Delivery,5,3.08,1.74,Mobile Wallet,92,18:00-24:00
80678,10309,2024-03-29 03:33:00,Completed,Mobile App,Pickup,2,0.0,1.61,Card,909,00:00-06:00
80679,10065,2024-03-01 15:09:00,Preparing,Web,Delivery,1,3.45,1.39,Card,121,12:00-18:00
80680,10440,2024-03-10 12:32:00,Cancelled,Web,Delivery,3,2.95,0.87,Mobile Wallet,200,12:00-18:00
80681,10440,2024-03-04 22:02:00,Completed,Mobile App,Delivery,5,1.44,0.84,Card,424,18:00-24:00
80682,10086,2024-03-21 06:20:00,Cancelled,Mobile App,Delivery,1,1.06,0.9,Card,351,06:00-12:00
80683,10104,2024-03-03 07:37:00,Completed,Web,Pickup,5,0.0,0.21,Mobile Wallet,884,06:00-12:00
80684,10222,2024-03-27 08:03:00,Completed,Web,Pickup,1,0.0,0.97,PayPal,182,06:00-12:00
80685,10263,2024-03-03 18:18:00,Placed,Mobile App,Pickup,3,0.0,1.15,Mobile Wallet,215,18:00-24:00
80686,10033,2024-03-22 13:00:00,Placed,Mobile App,Pickup,5,0.0,1.25,Mobile Wallet,782,12:00-18:00
80687,10178,2024-03-01 22:43:00,Preparing,Mobile App,Pickup,4,0.0,1.45,PayPal,440,18:00-24:00
80688,10177,2024-03-24 02:28:00,Preparing,Mobile App,Pickup,3,0.0,1.84,Mobile Wallet,749,00:00-06:00
80689,10337,2024-03-14 08:27:00,Cancelled,Mobile App,Pickup,1,0.0,1.67,Mobile Wallet,19,06:00-12:00
80690,10335,2024-03-08 08:58:00,Preparing,Mobile App,Pickup,5,0.0,1.38,Card,899,06:00-12:00
80691,10342,2024-03-08 21:16:00,Preparing,Web,Pickup,3,0.0,1.21,Card,603,18:00-24:00
80692,10407,2024-03-14 19:40:00,Preparing,Web,Pickup,1,0.0,1.11,Card,298,18:00-24:00
80693,10184,2024-03-08 05:14:00,Preparing,Web,Pickup,4,0.0,1.61,PayPal,704,00:00-06:00
80694,10221,2024-03-29 02:32:00,Preparing,Web,Delivery,4,2.69,0.97,PayPal,193,00:00-06:00
80695,10402,2024-03-26 08:25:00,Completed,Web,Pickup,1,0.0,1.71,Mobile Wallet,230,06:00-12:00
80696,10310,2024-03-03 07:04:00,Cancelled,Mobile App,Delivery,4,3.89,1.51,Card,174,06:00-12:00
80697,10401,2024-03-26 14:22:00,Placed,Web,Delivery,3,1.5,0.24,Card,656,12:00-18:00
80698,10467,2024-03-14 07:04:00,Cancelled,Mobile App,Pickup,4,0.0,1.47,Card,678,06:00-12:00
80699,10079,2024-03-07 06:29:00,Placed,Web,Pickup,2,0.0,0.88,PayPal,119,06:00-12:00
80700,10394,2024-03-12 03:57:00,Cancelled,Mobile App,Delivery,4,1.86,0.34,PayPal,486,00:00-06:00
80701,10191,2024-03-29 15:31:00,Preparing,Web,Pickup,2,0.0,1.51,Mobile Wallet,678,12:00-18:00
80702,10216,2024-03-07 06:43:00,Cancelled,Mobile App,Delivery,5,3.75,1.8,Mobile Wallet,718,06:00-12:00
80703,10407,2024-03-21 03:24:00,Preparing,Web,Pickup,3,0.0,1.44,Mobile Wallet,633,00:00-06:00
80704,10484,2024-03-04 20:36:00,Completed,Mobile App,Delivery,5,2.2,1.54,PayPal,624,18:00-24:00
80705,10032,2024-03-30 04:39:00,Preparing,Web,Pickup,5,0.0,1.96,Mobile Wallet,420,00:00-06:00
80706,10410,2024-03-19 07:05:00,Completed,Mobile App,Pickup,4,0.0,1.82,Card,956,06:00-12:00
80707,10424,2024-03-19 09:12:00,Cancelled,Web,Pickup,4,0.0,1.78,Mobile Wallet,92,06:00-12:00
80708,10404,2024-03-30 12:36:00,Cancelled,Web,Pickup,4,0.0,1.76,Card,93,12:00-18:00
80709,10019,2024-03-06 17:37:00,Completed,Web,Pickup,5,0.0,0.19,Mobile Wallet,237,12:00-18:00
80710,10160,2024-03-02 01:34:00,Placed,Mobile App,Pickup,3,0.0,0.48,PayPal,52,00:00-06:00
80711,10372,2024-03-03 17:28:00,Completed,Mobile App,Pickup,3,0.0,1.25,PayPal,821,12:00-18:00
80712,10064,2024-03-30 15:01:00,Placed,Mobile App,Delivery,2,1.89,1.47,PayPal,777,12:00-18:00
80713,10174,2024-03-27 11:15:00,Preparing,Mobile App,Delivery,1,1.9,1.33,Mobile Wallet,367,06:00-12:00
80714,10294,2024-03-18 04:30:00,Preparing,Web,Delivery,3,1.98,1.16,PayPal,835,00:00-06:00
80715,10233,2024-03-07 16:04:00,Cancelled,Mobile App,Delivery,4,1.25,0.12,Card,468,12:00-18:00
80716,10244,2024-03-21 07:19:00,Placed,Mobile App,Delivery,2,3.03,0.81,Mobile Wallet,908,06:00-12:00
80717,10266,2024-03-27 14:12:00,Cancelled,Mobile App,Pickup,4,0.0,1.99,Mobile Wallet,427,12:00-18:00
80718,10477,2024-03-08 09:52:00,Preparing,Web,Pickup,5,0.0,0.97,PayPal,389,06:00-12:00
80719,10067,2024-03-10 16:15:00,Cancelled,Mobile App,Delivery,5,1.1,0.31,Mobile Wallet,500,12:00-18:00
80720,10190,2024-03-28 09:06:00,Cancelled,Web,Delivery,4,1.36,1.14,Card,268,06:00-12:00
80721,10268,2024-03-06 08:36:00,Completed,Mobile App,Delivery,3,3.97,0.61,PayPal,536,06:00-12:00
80722,10015,2024-03-07 11:15:00,Cancelled,Web,Delivery,1,3.81,0.61,PayPal,680,06:00-12:00
80723,10111,2024-03-23 05:53:00,Placed,Web,Delivery,4,2.64,0.14,Card,957,00:00-06:00
80724,10214,2024-03-26 17:57:00,Cancelled,Mobile App,Pickup,3,0.0,1.56,PayPal,170,12:00-18:00
80725,10428,2024-03-07 07:18:00,Cancelled,Mobile App,Delivery,2,3.0,0.3,Mobile Wallet,994,06:00-12:00
80726,10167,2024-03-29 10:24:00,Cancelled,Mobile App,Delivery,4,1.7,0.79,Mobile Wallet,388,06:00-12:00
80727,10024,2024-03-30 09:30:00,Placed,Web,Pickup,2,0.0,1.41,Mobile Wallet,821,06:00-12:00
80728,10323,2024-03-30 07:19:00,Placed,Web,Pickup,3,0.0,1.91,Mobile Wallet,122,06:00-12:00
80729,10296,2024-03-26 22:51:00,Preparing,Mobile App,Delivery,3,2.51,0.04,Mobile Wallet,423,18:00-24:00
80730,10480,2024-03-01 20:43:00,Completed,Web,Delivery,3,1.74,1.41,Mobile Wallet,619,18:00-24:00
80731,10228,2024-03-25 06:46:00,Completed,Mobile App,Delivery,3,2.77,0.98,Card,350,06:00-12:00
80732,10175,2024-03-19 21:13:00,Placed,Mobile App,Pickup,5,0.0,0.76,Card,574,18:00-24:00
80733,10059,2024-03-25 15:46:00,Preparing,Mobile App,Delivery,3,1.43,0.51,Card,100,12:00-18:00
80734,10079,2024-03-08 16:48:00,Placed,Mobile App,Pickup,5,0.0,0.36,Mobile Wallet,535,12:00-18:00
